,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,washer
0,122192,4312192,4312192,12.0
1,122193,4312193,4312193,12.0
2,122194,4312194,4312194,12.0
3,122195,4312195,4312195,12.0
4,122196,4312196,4312196,12.0
5,122197,4312197,4312197,12.0
6,122198,4312198,4312198,12.0
7,122199,4312199,4312199,12.0
8,122200,4312200,4312200,17.0
9,122201,4312201,4312201,17.0
10,122202,4312202,4312202,17.0
11,122203,4312203,4312203,17.0
12,122204,4312204,4312204,17.0
13,122205,4312205,4312205,17.0
14,122206,4312206,4312206,17.0
15,122207,4312207,4312207,18.0
16,122208,4312208,4312208,17.0
17,122209,4312209,4312209,17.0
18,122210,4312210,4312210,17.0
19,122211,4312211,4312211,17.0
20,122212,4312212,4312212,17.0
21,122213,4312213,4312213,17.0
22,122214,4312214,4312214,17.0
23,122215,4312215,4312215,17.0
24,122216,4312216,4312216,17.0
25,122217,4312217,4312217,17.0
26,122218,4312218,4312218,17.0
27,122219,4312219,4312219,17.0
28,122220,4312220,4312220,17.0
29,122221,4312221,4312221,17.0
30,122222,4312222,4312222,17.0
31,122223,4312223,4312223,17.0
32,122224,4312224,4312224,17.0
33,122225,4312225,4312225,17.0
34,122226,4312226,4312226,17.0
35,122227,4312227,4312227,17.0
36,122228,4312228,4312228,7.0
37,122229,4312229,4312229,7.0
38,122230,4312230,4312230,7.0
39,122231,4312231,4312231,6.0
40,122232,4312232,4312232,103.0
41,122233,4312233,4312233,78.0
42,122234,4312234,4312234,127.0
43,122235,4312235,4312235,129.0
44,122236,4312236,4312236,75.0
45,122237,4312237,4312237,85.0
46,122238,4312238,4312238,73.0
47,122239,4312239,4312239,106.0
48,122240,4312240,4312240,111.0
49,122241,4312241,4312241,86.0
50,122242,4312242,4312242,104.0
51,122243,4312243,4312243,96.0
52,122244,4312244,4312244,99.0
53,122245,4312245,4312245,113.0
54,122246,4312246,4312246,102.0
55,122247,4312247,4312247,106.0
56,122248,4312248,4312248,93.0
57,122249,4312249,4312249,7.0
58,122250,4312250,4312250,7.0
59,122251,4312251,4312251,7.0
60,122252,4312252,4312252,95.0
61,122253,4312253,4312253,75.0
62,122254,4312254,4312254,118.0
63,122255,4312255,4312255,109.0
64,122256,4312256,4312256,17.0
65,122257,4312257,4312257,17.0
66,122258,4312258,4312258,17.0
67,122259,4312259,4312259,17.0
68,122260,4312260,4312260,17.0
69,122261,4312261,4312261,17.0
70,122262,4312262,4312262,17.0
71,122263,4312263,4312263,17.0
72,122264,4312264,4312264,17.0
73,122265,4312265,4312265,17.0
74,122266,4312266,4312266,17.0
75,122267,4312267,4312267,7.0
76,122268,4312268,4312268,7.0
77,122269,4312269,4312269,7.0
78,122270,4312270,4312270,7.0
79,122271,4312271,4312271,25.0
80,122272,4312272,4312272,235.0
81,122273,4312273,4312273,85.0
82,122274,4312274,4312274,137.0
83,122275,4312275,4312275,134.0
84,122276,4312276,4312276,150.0
85,122277,4312277,4312277,162.0
86,122278,4312278,4312278,116.0
87,122279,4312279,4312279,124.0
88,122280,4312280,4312280,125.0
89,122281,4312281,4312281,85.0
90,122282,4312282,4312282,115.0
91,122283,4312283,4312283,103.0
92,122284,4312284,4312284,129.0
93,122285,4312285,4312285,141.0
94,122286,4312286,4312286,134.0
95,122287,4312287,4312287,102.0
96,122288,4312288,4312288,126.0
97,122289,4312289,4312289,7.0
98,122290,4312290,4312290,7.0
99,122291,4312291,4312291,42.0
100,122292,4312292,4312292,296.0
101,122293,4312293,4312293,82.0
102,122294,4312294,4312294,140.0
103,122295,4312295,4312295,161.0
104,122296,4312296,4312296,168.0
105,122297,4312297,4312297,139.0
106,122298,4312298,4312298,177.0
107,122299,4312299,4312299,141.0
108,122300,4312300,4312300,127.0
109,122301,4312301,4312301,117.0
110,122302,4312302,4312302,131.0
111,122303,4312303,4312303,101.0
112,122304,4312304,4312304,145.0
113,122305,4312305,4312305,105.0
114,122306,4312306,4312306,144.0
115,122307,4312307,4312307,145.0
116,122308,4312308,4312308,151.0
117,122309,4312309,4312309,7.0
118,122310,4312310,4312310,7.0
119,122311,4312311,4312311,21.0
120,122312,4312312,4312312,274.0
121,122313,4312313,4312313,117.0
122,122314,4312314,4312314,128.0
123,122315,4312315,4312315,163.0
124,122316,4312316,4312316,121.0
125,122317,4312317,4312317,130.0
126,122318,4312318,4312318,174.0
127,122319,4312319,4312319,115.0
128,122320,4312320,4312320,128.0
129,122321,4312321,4312321,89.0
130,122322,4312322,4312322,128.0
131,122323,4312323,4312323,121.0
132,122324,4312324,4312324,142.0
133,122325,4312325,4312325,143.0
134,122326,4312326,4312326,144.0
135,122327,4312327,4312327,145.0
136,122328,4312328,4312328,146.0
137,122329,4312329,4312329,7.0
138,122330,4312330,4312330,7.0
139,122331,4312331,4312331,14.0
140,122332,4312332,4312332,238.0
141,122333,4312333,4312333,130.0
142,122334,4312334,4312334,132.0
143,122335,4312335,4312335,127.0
144,122336,4312336,4312336,105.0
145,122337,4312337,4312337,110.0
146,122338,4312338,4312338,169.0
147,122339,4312339,4312339,139.0
148,122340,4312340,4312340,115.0
149,122341,4312341,4312341,123.0
150,122342,4312342,4312342,154.0
151,122343,4312343,4312343,131.0
152,122344,4312344,4312344,110.0
153,122345,4312345,4312345,155.0
154,122346,4312346,4312346,142.0
155,122347,4312347,4312347,120.0
156,122348,4312348,4312348,152.0
157,122349,4312349,4312349,7.0
158,122350,4312350,4312350,7.0
159,122351,4312351,4312351,7.0
160,122352,4312352,4312352,130.0
161,122353,4312353,4312353,114.0
162,122354,4312354,4312354,165.0
163,122355,4312355,4312355,117.0
164,122356,4312356,4312356,122.0
165,122357,4312357,4312357,150.0
166,122358,4312358,4312358,147.0
167,122359,4312359,4312359,135.0
168,122360,4312360,4312360,145.0
169,122361,4312361,4312361,140.0
170,122362,4312362,4312362,119.0
171,122363,4312363,4312363,105.0
172,122364,4312364,4312364,118.0
173,122365,4312365,4312365,109.0
174,122366,4312366,4312366,121.0
175,122367,4312367,4312367,158.0
176,122368,4312368,4312368,141.0
177,122369,4312369,4312369,8.0
178,122370,4312370,4312370,7.0
179,122371,4312371,4312371,7.0
180,122372,4312372,4312372,159.0
181,122373,4312373,4312373,103.0
182,122374,4312374,4312374,141.0
183,122375,4312375,4312375,144.0
184,122376,4312376,4312376,7.0
185,122377,4312377,4312377,17.0
186,122378,4312378,4312378,17.0
187,122379,4312379,4312379,17.0
188,122380,4312380,4312380,17.0
189,122381,4312381,4312381,17.0
190,122382,4312382,4312382,17.0
191,122383,4312383,4312383,17.0
192,122384,4312384,4312384,17.0
193,122385,4312385,4312385,17.0
194,122386,4312386,4312386,7.0
195,122387,4312387,4312387,7.0
196,122388,4312388,4312388,7.0
197,122389,4312389,4312389,7.0
198,122390,4312390,4312390,118.0
199,122391,4312391,4312391,225.0
200,122392,4312392,4312392,180.0
201,122393,4312393,4312393,183.0
202,122394,4312394,4312394,124.0
203,122395,4312395,4312395,160.0
204,122396,4312396,4312396,166.0
205,122397,4312397,4312397,134.0
206,122398,4312398,4312398,187.0
207,122399,4312399,4312399,144.0
208,122400,4312400,4312400,103.0
209,122401,4312401,4312401,162.0
210,122402,4312402,4312402,143.0
211,122403,4312403,4312403,180.0
212,122404,4312404,4312404,159.0
213,122405,4312405,4312405,182.0
214,122406,4312406,4312406,170.0
215,122407,4312407,4312407,126.0
216,122408,4312408,4312408,7.0
217,122409,4312409,4312409,7.0
218,122410,4312410,4312410,20.0
219,122411,4312411,4312411,330.0
220,122412,4312412,4312412,107.0
221,122413,4312413,4312413,203.0
222,122414,4312414,4312414,237.0
223,122415,4312415,4312415,178.0
224,122416,4312416,4312416,174.0
225,122417,4312417,4312417,172.0
226,122418,4312418,4312418,187.0
227,122419,4312419,4312419,134.0
228,122420,4312420,4312420,165.0
229,122421,4312421,4312421,139.0
230,122422,4312422,4312422,122.0
231,122423,4312423,4312423,147.0
232,122424,4312424,4312424,163.0
233,122425,4312425,4312425,138.0
234,122426,4312426,4312426,123.0
235,122427,4312427,4312427,132.0
236,122428,4312428,4312428,7.0
237,122429,4312429,4312429,7.0
238,122430,4312430,4312430,13.0
239,122431,4312431,4312431,266.0
240,122432,4312432,4312432,122.0
241,122433,4312433,4312433,172.0
242,122434,4312434,4312434,132.0
243,122435,4312435,4312435,196.0
244,122436,4312436,4312436,150.0
245,122437,4312437,4312437,116.0
246,122438,4312438,4312438,145.0
247,122439,4312439,4312439,149.0
248,122440,4312440,4312440,119.0
249,122441,4312441,4312441,173.0
250,122442,4312442,4312442,154.0
251,122443,4312443,4312443,184.0
252,122444,4312444,4312444,182.0
253,122445,4312445,4312445,198.0
254,122446,4312446,4312446,150.0
255,122447,4312447,4312447,191.0
256,122448,4312448,4312448,7.0
257,122449,4312449,4312449,7.0
258,122450,4312450,4312450,7.0
259,122451,4312451,4312451,225.0
260,122452,4312452,4312452,150.0
261,122453,4312453,4312453,217.0
262,122454,4312454,4312454,136.0
