,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,washer
0,156497,1371497,1371497,14.0
1,156498,1371498,1371498,7.0
2,156499,1371499,1371499,8.0
3,156500,1371500,1371500,7.0
4,156501,1371501,1371501,7.0
5,156502,1371502,1371502,7.0
6,156503,1371503,1371503,7.0
7,156504,1371504,1371504,7.0
8,156505,1371505,1371505,12.0
9,156506,1371506,1371506,12.0
10,156507,1371507,1371507,12.0
11,156508,1371508,1371508,12.0
12,156509,1371509,1371509,12.0
13,156510,1371510,1371510,12.0
14,156511,1371511,1371511,12.0
15,156512,1371512,1371512,12.0
16,156513,1371513,1371513,17.0
17,156514,1371514,1371514,17.0
18,156515,1371515,1371515,17.0
19,156516,1371516,1371516,17.0
20,156517,1371517,1371517,17.0
21,156518,1371518,1371518,17.0
22,156519,1371519,1371519,17.0
23,156520,1371520,1371520,17.0
24,156521,1371521,1371521,17.0
25,156522,1371522,1371522,17.0
26,156523,1371523,1371523,17.0
27,156524,1371524,1371524,17.0
28,156525,1371525,1371525,17.0
29,156526,1371526,1371526,17.0
30,156527,1371527,1371527,17.0
31,156528,1371528,1371528,18.0
32,156529,1371529,1371529,17.0
33,156530,1371530,1371530,17.0
34,156531,1371531,1371531,17.0
35,156532,1371532,1371532,17.0
36,156533,1371533,1371533,17.0
37,156534,1371534,1371534,17.0
38,156535,1371535,1371535,17.0
39,156536,1371536,1371536,17.0
40,156537,1371537,1371537,17.0
41,156538,1371538,1371538,17.0
42,156539,1371539,1371539,17.0
43,156540,1371540,1371540,17.0
44,156541,1371541,1371541,17.0
45,156542,1371542,1371542,17.0
46,156543,1371543,1371543,8.0
47,156544,1371544,1371544,7.0
48,156545,1371545,1371545,7.0
49,156546,1371546,1371546,7.0
50,156547,1371547,1371547,13.0
51,156548,1371548,1371548,180.0
52,156549,1371549,1371549,37.0
53,156550,1371550,1371550,64.0
54,156551,1371551,1371551,136.0
55,156552,1371552,1371552,95.0
56,156553,1371553,1371553,78.0
57,156554,1371554,1371554,52.0
58,156555,1371555,1371555,92.0
59,156556,1371556,1371556,127.0
60,156557,1371557,1371557,82.0
61,156558,1371558,1371558,60.0
62,156559,1371559,1371559,71.0
63,156560,1371560,1371560,124.0
64,156561,1371561,1371561,98.0
65,156562,1371562,1371562,98.0
66,156563,1371563,1371563,57.0
67,156564,1371564,1371564,90.0
68,156565,1371565,1371565,7.0
69,156566,1371566,1371566,7.0
70,156567,1371567,1371567,17.0
71,156568,1371568,1371568,17.0
72,156569,1371569,1371569,17.0
73,156570,1371570,1371570,17.0
74,156571,1371571,1371571,17.0
75,156572,1371572,1371572,17.0
76,156573,1371573,1371573,17.0
77,156574,1371574,1371574,17.0
78,156575,1371575,1371575,17.0
79,156576,1371576,1371576,17.0
80,156577,1371577,1371577,17.0
81,156578,1371578,1371578,18.0
82,156579,1371579,1371579,17.0
83,156580,1371580,1371580,7.0
84,156581,1371581,1371581,7.0
85,156582,1371582,1371582,7.0
86,156583,1371583,1371583,12.0
87,156584,1371584,1371584,225.0
88,156585,1371585,1371585,65.0
89,156586,1371586,1371586,98.0
90,156587,1371587,1371587,124.0
91,156588,1371588,1371588,140.0
92,156589,1371589,1371589,124.0
93,156590,1371590,1371590,119.0
94,156591,1371591,1371591,121.0
95,156592,1371592,1371592,89.0
96,156593,1371593,1371593,102.0
97,156594,1371594,1371594,126.0
