,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,washer
0,23628,6123628,6123628,20.0
1,23629,6123629,6123629,7.0
2,23630,6123630,6123630,7.0
3,23631,6123631,6123631,7.0
4,23632,6123632,6123632,7.0
5,23633,6123633,6123633,7.0
6,23634,6123634,6123634,7.0
7,23635,6123635,6123635,7.0
8,23636,6123636,6123636,7.0
9,23637,6123637,6123637,12.0
10,23638,6123638,6123638,12.0
11,23639,6123639,6123639,12.0
12,23640,6123640,6123640,12.0
13,23641,6123641,6123641,12.0
14,23642,6123642,6123642,12.0
15,23643,6123643,6123643,12.0
16,23644,6123644,6123644,12.0
17,23645,6123645,6123645,17.0
18,23646,6123646,6123646,17.0
19,23647,6123647,6123647,17.0
20,23648,6123648,6123648,17.0
21,23649,6123649,6123649,17.0
22,23650,6123650,6123650,17.0
23,23651,6123651,6123651,17.0
24,23652,6123652,6123652,17.0
25,23653,6123653,6123653,17.0
26,23654,6123654,6123654,17.0
27,23655,6123655,6123655,17.0
28,23656,6123656,6123656,17.0
29,23657,6123657,6123657,17.0
30,23658,6123658,6123658,17.0
31,23659,6123659,6123659,17.0
32,23660,6123660,6123660,17.0
33,23661,6123661,6123661,17.0
34,23662,6123662,6123662,17.0
35,23663,6123663,6123663,17.0
36,23664,6123664,6123664,17.0
37,23665,6123665,6123665,17.0
38,23666,6123666,6123666,17.0
39,23667,6123667,6123667,17.0
40,23668,6123668,6123668,17.0
41,23669,6123669,6123669,17.0
42,23670,6123670,6123670,17.0
43,23671,6123671,6123671,7.0
44,23672,6123672,6123672,7.0
45,23673,6123673,6123673,7.0
46,23674,6123674,6123674,7.0
47,23675,6123675,6123675,84.0
48,23676,6123676,6123676,162.0
49,23677,6123677,6123677,141.0
50,23678,6123678,6123678,81.0
51,23679,6123679,6123679,34.0
52,23680,6123680,6123680,88.0
53,23681,6123681,6123681,119.0
54,23682,6123682,6123682,95.0
55,23683,6123683,6123683,64.0
56,23684,6123684,6123684,90.0
57,23685,6123685,6123685,101.0
58,23686,6123686,6123686,94.0
59,23687,6123687,6123687,90.0
60,23688,6123688,6123688,54.0
61,23689,6123689,6123689,94.0
62,23690,6123690,6123690,103.0
63,23691,6123691,6123691,85.0
64,23692,6123692,6123692,73.0
