,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,washer
0,39177,639177,639177,46.0
1,39178,639178,639178,8.0
2,39179,639179,639179,7.0
3,39180,639180,639180,8.0
4,39181,639181,639181,7.0
5,39182,639182,639182,7.0
6,39183,639183,639183,7.0
7,39184,639184,639184,7.0
8,39185,639185,639185,7.0
9,39186,639186,639186,13.0
10,39187,639187,639187,13.0
11,39188,639188,639188,12.0
12,39189,639189,639189,13.0
13,39190,639190,639190,13.0
14,39191,639191,639191,13.0
15,39192,639192,639192,12.0
16,39193,639193,639193,12.0
17,39194,639194,639194,18.0
18,39195,639195,639195,17.0
19,39196,639196,639196,18.0
20,39197,639197,639197,18.0
21,39198,639198,639198,18.0
22,39199,639199,639199,17.0
23,39200,639200,639200,17.0
24,39201,639201,639201,17.0
25,39202,639202,639202,18.0
26,39203,639203,639203,18.0
27,39204,639204,639204,18.0
28,39205,639205,639205,17.0
29,39206,639206,639206,18.0
30,39207,639207,639207,18.0
31,39208,639208,639208,17.0
32,39209,639209,639209,17.0
33,39210,639210,639210,17.0
34,39211,639211,639211,17.0
35,39212,639212,639212,17.0
36,39213,639213,639213,17.0
37,39214,639214,639214,18.0
38,39215,639215,639215,17.0
39,39216,639216,639216,17.0
40,39217,639217,639217,17.0
41,39218,639218,639218,17.0
42,39219,639219,639219,18.0
43,39220,639220,639220,17.0
44,39221,639221,639221,18.0
45,39222,639222,639222,18.0
46,39223,639223,639223,7.0
47,39224,639224,639224,7.0
48,39225,639225,639225,7.0
49,39226,639226,639226,7.0
50,39227,639227,639227,89.0
51,39228,639228,639228,117.0
52,39229,639229,639229,162.0
53,39230,639230,639230,99.0
54,39231,639231,639231,35.0
55,39232,639232,639232,62.0
56,39233,639233,639233,118.0
57,39234,639234,639234,115.0
58,39235,639235,639235,64.0
59,39236,639236,639236,52.0
60,39237,639237,639237,81.0
61,39238,639238,639238,90.0
62,39239,639239,639239,96.0
63,39240,639240,639240,73.0
64,39241,639241,639241,80.0
65,39242,639242,639242,71.0
66,39243,639243,639243,101.0
67,39244,639244,639244,26.0
68,39245,639245,639245,7.0
69,39246,639246,639246,7.0
70,39247,639247,639247,76.0
71,39248,639248,639248,123.0
72,39249,639249,639249,100.0
73,39250,639250,639250,76.0
74,39251,639251,639251,93.0
75,39252,639252,639252,81.0
