,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,washer
0,18910,6148910,6148910,39.0
1,18911,6148911,6148911,7.0
2,18912,6148912,6148912,6.0
3,18913,6148913,6148913,7.0
4,18914,6148914,6148914,7.0
5,18915,6148915,6148915,7.0
6,18916,6148916,6148916,7.0
7,18917,6148917,6148917,7.0
8,18918,6148918,6148918,6.0
9,18919,6148919,6148919,12.0
10,18920,6148920,6148920,12.0
11,18921,6148921,6148921,12.0
12,18922,6148922,6148922,12.0
13,18923,6148923,6148923,12.0
14,18924,6148924,6148924,11.0
15,18925,6148925,6148925,11.0
16,18926,6148926,6148926,11.0
17,18927,6148927,6148927,16.0
18,18928,6148928,6148928,16.0
19,18929,6148929,6148929,16.0
20,18930,6148930,6148930,17.0
21,18931,6148931,6148931,16.0
22,18932,6148932,6148932,17.0
23,18933,6148933,6148933,17.0
24,18934,6148934,6148934,17.0
25,18935,6148935,6148935,16.0
26,18936,6148936,6148936,17.0
27,18937,6148937,6148937,16.0
28,18938,6148938,6148938,16.0
29,18939,6148939,6148939,17.0
30,18940,6148940,6148940,16.0
31,18941,6148941,6148941,16.0
32,18942,6148942,6148942,16.0
33,18943,6148943,6148943,17.0
34,18944,6148944,6148944,17.0
35,18945,6148945,6148945,17.0
36,18946,6148946,6148946,17.0
37,18947,6148947,6148947,16.0
38,18948,6148948,6148948,17.0
39,18949,6148949,6148949,17.0
40,18950,6148950,6148950,16.0
41,18951,6148951,6148951,16.0
42,18952,6148952,6148952,17.0
43,18953,6148953,6148953,17.0
44,18954,6148954,6148954,6.0
45,18955,6148955,6148955,6.0
46,18956,6148956,6148956,6.0
47,18957,6148957,6148957,6.0
48,18958,6148958,6148958,153.0
49,18959,6148959,6148959,35.0
50,18960,6148960,6148960,68.0
51,18961,6148961,6148961,116.0
52,18962,6148962,6148962,142.0
53,18963,6148963,6148963,65.0
54,18964,6148964,6148964,50.0
55,18965,6148965,6148965,50.0
56,18966,6148966,6148966,128.0
57,18967,6148967,6148967,132.0
58,18968,6148968,6148968,90.0
59,18969,6148969,6148969,81.0
60,18970,6148970,6148970,78.0
61,18971,6148971,6148971,63.0
62,18972,6148972,6148972,109.0
63,18973,6148973,6148973,110.0
64,18974,6148974,6148974,83.0
65,18975,6148975,6148975,6.0
66,18976,6148976,6148976,6.0
67,18977,6148977,6148977,16.0
68,18978,6148978,6148978,16.0
69,18979,6148979,6148979,16.0
70,18980,6148980,6148980,17.0
71,18981,6148981,6148981,16.0
72,18982,6148982,6148982,16.0
73,18983,6148983,6148983,16.0
74,18984,6148984,6148984,16.0
75,18985,6148985,6148985,16.0
76,18986,6148986,6148986,16.0
77,18987,6148987,6148987,16.0
78,18988,6148988,6148988,16.0
79,18989,6148989,6148989,16.0
80,18990,6148990,6148990,16.0
81,18991,6148991,6148991,16.0
82,18992,6148992,6148992,6.0
83,18993,6148993,6148993,6.0
84,18994,6148994,6148994,6.0
85,18995,6148995,6148995,6.0
86,18996,6148996,6148996,90.0
87,18997,6148997,6148997,192.0
88,18998,6148998,6148998,146.0
89,18999,6148999,6148999,101.0
90,19000,6149000,6149000,110.0
91,19001,6149001,6149001,126.0
92,19002,6149002,6149002,97.0
93,19003,6149003,6149003,133.0
94,19004,6149004,6149004,120.0
95,19005,6149005,6149005,137.0
96,19006,6149006,6149006,126.0
97,19007,6149007,6149007,121.0
98,19008,6149008,6149008,112.0
99,19009,6149009,6149009,132.0
100,19010,6149010,6149010,132.0
101,19011,6149011,6149011,109.0
102,19012,6149012,6149012,121.0
103,19013,6149013,6149013,35.0
104,19014,6149014,6149014,6.0
105,19015,6149015,6149015,6.0
106,19016,6149016,6149016,97.0
107,19017,6149017,6149017,158.0
108,19018,6149018,6149018,87.0
109,19019,6149019,6149019,90.0
110,19020,6149020,6149020,123.0
111,19021,6149021,6149021,116.0
112,19022,6149022,6149022,136.0
113,19023,6149023,6149023,122.0
114,19024,6149024,6149024,120.0
115,19025,6149025,6149025,113.0
116,19026,6149026,6149026,129.0
117,19027,6149027,6149027,16.0
118,19028,6149028,6149028,16.0
119,19029,6149029,6149029,16.0
120,19030,6149030,6149030,16.0
121,19031,6149031,6149031,16.0
122,19032,6149032,6149032,16.0
123,19033,6149033,6149033,16.0
124,19034,6149034,6149034,16.0
125,19035,6149035,6149035,16.0
126,19036,6149036,6149036,16.0
127,19037,6149037,6149037,9.0
128,19038,6149038,6149038,6.0
129,19039,6149039,6149039,6.0
130,19040,6149040,6149040,6.0
131,19041,6149041,6149041,17.0
132,19042,6149042,6149042,305.0
133,19043,6149043,6149043,71.0
134,19044,6149044,6149044,162.0
135,19045,6149045,6149045,148.0
136,19046,6149046,6149046,144.0
137,19047,6149047,6149047,145.0
138,19048,6149048,6149048,156.0
139,19049,6149049,6149049,157.0
140,19050,6149050,6149050,163.0
141,19051,6149051,6149051,173.0
142,19052,6149052,6149052,172.0
143,19053,6149053,6149053,146.0
144,19054,6149054,6149054,163.0
145,19055,6149055,6149055,165.0
146,19056,6149056,6149056,140.0
147,19057,6149057,6149057,132.0
148,19058,6149058,6149058,143.0
149,19059,6149059,6149059,6.0
150,19060,6149060,6149060,6.0
151,19061,6149061,6149061,6.0
152,19062,6149062,6149062,228.0
153,19063,6149063,6149063,136.0
154,19064,6149064,6149064,138.0
155,19065,6149065,6149065,169.0
156,19066,6149066,6149066,158.0
157,19067,6149067,6149067,147.0
158,19068,6149068,6149068,170.0
159,19069,6149069,6149069,134.0
160,19070,6149070,6149070,148.0
161,19071,6149071,6149071,113.0
162,19072,6149072,6149072,131.0
163,19073,6149073,6149073,133.0
164,19074,6149074,6149074,175.0
165,19075,6149075,6149075,125.0
166,19076,6149076,6149076,174.0
167,19077,6149077,6149077,160.0
168,19078,6149078,6149078,155.0
169,19079,6149079,6149079,6.0
170,19080,6149080,6149080,6.0
171,19081,6149081,6149081,6.0
172,19082,6149082,6149082,194.0
173,19083,6149083,6149083,123.0
174,19084,6149084,6149084,121.0
175,19085,6149085,6149085,101.0
176,19086,6149086,6149086,159.0
177,19087,6149087,6149087,144.0
178,19088,6149088,6149088,138.0
179,19089,6149089,6149089,155.0
180,19090,6149090,6149090,138.0
181,19091,6149091,6149091,149.0
182,19092,6149092,6149092,154.0
183,19093,6149093,6149093,151.0
184,19094,6149094,6149094,164.0
185,19095,6149095,6149095,175.0
186,19096,6149096,6149096,194.0
187,19097,6149097,6149097,163.0
188,19098,6149098,6149098,175.0
189,19099,6149099,6149099,38.0
190,19100,6149100,6149100,6.0
191,19101,6149101,6149101,6.0
192,19102,6149102,6149102,137.0
193,19103,6149103,6149103,136.0
194,19104,6149104,6149104,136.0
195,19105,6149105,6149105,151.0
196,19106,6149106,6149106,125.0
197,19107,6149107,6149107,126.0
198,19108,6149108,6149108,135.0
199,19109,6149109,6149109,128.0
200,19110,6149110,6149110,133.0
201,19111,6149111,6149111,140.0
202,19112,6149112,6149112,155.0
203,19113,6149113,6149113,146.0
204,19114,6149114,6149114,173.0
205,19115,6149115,6149115,145.0
206,19116,6149116,6149116,180.0
207,19117,6149117,6149117,153.0
208,19118,6149118,6149118,160.0
209,19119,6149119,6149119,29.0
210,19120,6149120,6149120,6.0
211,19121,6149121,6149121,6.0
212,19122,6149122,6149122,120.0
213,19123,6149123,6149123,166.0
214,19124,6149124,6149124,151.0
215,19125,6149125,6149125,169.0
216,19126,6149126,6149126,167.0
217,19127,6149127,6149127,112.0
218,19128,6149128,6149128,150.0
219,19129,6149129,6149129,135.0
220,19130,6149130,6149130,161.0
221,19131,6149131,6149131,153.0
222,19132,6149132,6149132,171.0
223,19133,6149133,6149133,126.0
224,19134,6149134,6149134,146.0
225,19135,6149135,6149135,160.0
226,19136,6149136,6149136,158.0
227,19137,6149137,6149137,183.0
228,19138,6149138,6149138,114.0
229,19139,6149139,6149139,63.0
230,19140,6149140,6149140,6.0
231,19141,6149141,6149141,6.0
232,19142,6149142,6149142,82.0
233,19143,6149143,6149143,265.0
234,19144,6149144,6149144,87.0
235,19145,6149145,6149145,155.0
236,19146,6149146,6149146,112.0
237,19147,6149147,6149147,167.0
238,19148,6149148,6149148,149.0
239,19149,6149149,6149149,184.0
240,19150,6149150,6149150,183.0
241,19151,6149151,6149151,150.0
242,19152,6149152,6149152,180.0
243,19153,6149153,6149153,156.0
244,19154,6149154,6149154,157.0
245,19155,6149155,6149155,152.0
246,19156,6149156,6149156,154.0
247,19157,6149157,6149157,123.0
248,19158,6149158,6149158,166.0
249,19159,6149159,6149159,133.0
250,19160,6149160,6149160,6.0
251,19161,6149161,6149161,6.0
252,19162,6149162,6149162,91.0
253,19163,6149163,6149163,225.0
254,19164,6149164,6149164,137.0
255,19165,6149165,6149165,171.0
256,19166,6149166,6149166,156.0
257,19167,6149167,6149167,200.0
258,19168,6149168,6149168,162.0
259,19169,6149169,6149169,160.0
260,19170,6149170,6149170,169.0
261,19171,6149171,6149171,149.0
262,19172,6149172,6149172,114.0
263,19173,6149173,6149173,137.0
264,19174,6149174,6149174,152.0
265,19175,6149175,6149175,148.0
266,19176,6149176,6149176,178.0
267,19177,6149177,6149177,159.0
268,19178,6149178,6149178,145.0
269,19179,6149179,6149179,155.0
270,19180,6149180,6149180,6.0
271,19181,6149181,6149181,6.0
272,19182,6149182,6149182,84.0
273,19183,6149183,6149183,274.0
274,19184,6149184,6149184,133.0
275,19185,6149185,6149185,145.0
276,19186,6149186,6149186,169.0
277,19187,6149187,6149187,141.0
278,19188,6149188,6149188,132.0
279,19189,6149189,6149189,167.0
280,19190,6149190,6149190,146.0
281,19191,6149191,6149191,159.0
282,19192,6149192,6149192,140.0
283,19193,6149193,6149193,128.0
284,19194,6149194,6149194,120.0
285,19195,6149195,6149195,152.0
286,19196,6149196,6149196,152.0
287,19197,6149197,6149197,131.0
288,19198,6149198,6149198,169.0
289,19199,6149199,6149199,149.0
290,19200,6149200,6149200,6.0
291,19201,6149201,6149201,6.0
292,19202,6149202,6149202,43.0
293,19203,6149203,6149203,320.0
294,19204,6149204,6149204,111.0
295,19205,6149205,6149205,187.0
296,19206,6149206,6149206,160.0
297,19207,6149207,6149207,149.0
298,19208,6149208,6149208,145.0
299,19209,6149209,6149209,147.0
300,19210,6149210,6149210,144.0
301,19211,6149211,6149211,158.0
302,19212,6149212,6149212,171.0
303,19213,6149213,6149213,147.0
304,19214,6149214,6149214,182.0
305,19215,6149215,6149215,195.0
306,19216,6149216,6149216,167.0
307,19217,6149217,6149217,185.0
308,19218,6149218,6149218,211.0
309,19219,6149219,6149219,162.0
310,19220,6149220,6149220,6.0
311,19221,6149221,6149221,6.0
312,19222,6149222,6149222,21.0
313,19223,6149223,6149223,308.0
314,19224,6149224,6149224,118.0
315,19225,6149225,6149225,160.0
316,19226,6149226,6149226,176.0
317,19227,6149227,6149227,180.0
318,19228,6149228,6149228,155.0
319,19229,6149229,6149229,131.0
320,19230,6149230,6149230,195.0
321,19231,6149231,6149231,162.0
322,19232,6149232,6149232,164.0
323,19233,6149233,6149233,139.0
324,19234,6149234,6149234,174.0
325,19235,6149235,6149235,150.0
326,19236,6149236,6149236,177.0
327,19237,6149237,6149237,174.0
328,19238,6149238,6149238,173.0
329,19239,6149239,6149239,171.0
330,19240,6149240,6149240,6.0
331,19241,6149241,6149241,6.0
332,19242,6149242,6149242,15.0
333,19243,6149243,6149243,281.0
334,19244,6149244,6149244,83.0
335,19245,6149245,6149245,183.0
336,19246,6149246,6149246,127.0
337,19247,6149247,6149247,169.0
338,19248,6149248,6149248,117.0
339,19249,6149249,6149249,145.0
340,19250,6149250,6149250,138.0
341,19251,6149251,6149251,129.0
342,19252,6149252,6149252,131.0
343,19253,6149253,6149253,137.0
344,19254,6149254,6149254,145.0
345,19255,6149255,6149255,135.0
346,19256,6149256,6149256,168.0
347,19257,6149257,6149257,161.0
348,19258,6149258,6149258,179.0
349,19259,6149259,6149259,172.0
350,19260,6149260,6149260,6.0
351,19261,6149261,6149261,6.0
352,19262,6149262,6149262,6.0
353,19263,6149263,6149263,214.0
354,19264,6149264,6149264,126.0
355,19265,6149265,6149265,144.0
356,19266,6149266,6149266,125.0
357,19267,6149267,6149267,191.0
358,19268,6149268,6149268,131.0
359,19269,6149269,6149269,164.0
360,19270,6149270,6149270,158.0
361,19271,6149271,6149271,155.0
362,19272,6149272,6149272,148.0
363,19273,6149273,6149273,163.0
364,19274,6149274,6149274,152.0
365,19275,6149275,6149275,155.0
366,19276,6149276,6149276,149.0
367,19277,6149277,6149277,162.0
368,19278,6149278,6149278,165.0
369,19279,6149279,6149279,171.0
370,19280,6149280,6149280,7.0
371,19281,6149281,6149281,6.0
372,19282,6149282,6149282,6.0
373,19283,6149283,6149283,176.0
374,19284,6149284,6149284,117.0
375,19285,6149285,6149285,147.0
376,19286,6149286,6149286,140.0
377,19287,6149287,6149287,129.0
378,19288,6149288,6149288,133.0
379,19289,6149289,6149289,126.0
380,19290,6149290,6149290,157.0
381,19291,6149291,6149291,179.0
382,19292,6149292,6149292,206.0
383,19293,6149293,6149293,191.0
384,19294,6149294,6149294,205.0
385,19295,6149295,6149295,187.0
386,19296,6149296,6149296,182.0
387,19297,6149297,6149297,142.0
388,19298,6149298,6149298,135.0
389,19299,6149299,6149299,153.0
390,19300,6149300,6149300,63.0
391,19301,6149301,6149301,6.0
392,19302,6149302,6149302,6.0
393,19303,6149303,6149303,148.0
394,19304,6149304,6149304,132.0
395,19305,6149305,6149305,160.0
396,19306,6149306,6149306,160.0
397,19307,6149307,6149307,151.0
398,19308,6149308,6149308,169.0
399,19309,6149309,6149309,173.0
400,19310,6149310,6149310,195.0
401,19311,6149311,6149311,159.0
402,19312,6149312,6149312,164.0
403,19313,6149313,6149313,163.0
404,19314,6149314,6149314,126.0
405,19315,6149315,6149315,125.0
406,19316,6149316,6149316,177.0
407,19317,6149317,6149317,160.0
408,19318,6149318,6149318,153.0
409,19319,6149319,6149319,164.0
410,19320,6149320,6149320,36.0
411,19321,6149321,6149321,6.0
412,19322,6149322,6149322,6.0
413,19323,6149323,6149323,97.0
414,19324,6149324,6149324,235.0
415,19325,6149325,6149325,156.0
416,19326,6149326,6149326,167.0
417,19327,6149327,6149327,137.0
418,19328,6149328,6149328,165.0
419,19329,6149329,6149329,160.0
420,19330,6149330,6149330,160.0
421,19331,6149331,6149331,139.0
422,19332,6149332,6149332,134.0
423,19333,6149333,6149333,163.0
424,19334,6149334,6149334,125.0
425,19335,6149335,6149335,142.0
426,19336,6149336,6149336,159.0
427,19337,6149337,6149337,143.0
428,19338,6149338,6149338,141.0
429,19339,6149339,6149339,164.0
430,19340,6149340,6149340,109.0
431,19341,6149341,6149341,6.0
432,19342,6149342,6149342,6.0
433,19343,6149343,6149343,6.0
