,Unnamed: 0,dishwasher
3303127,3303127,21.0
3303128,3303128,14.0
3303129,3303129,14.0
3303130,3303130,13.0
3303131,3303131,14.0
3303132,3303132,13.0
3303133,3303133,13.0
3303134,3303134,13.0
3303135,3303135,13.0
3303136,3303136,13.0
3303137,3303137,13.0
3303138,3303138,13.0
3303139,3303139,13.0
3303140,3303140,12.0
3303141,3303141,13.0
3303142,3303142,13.0
3303143,3303143,13.0
3303144,3303144,13.0
3303145,3303145,13.0
3303146,3303146,13.0
3303147,3303147,13.0
3303148,3303148,13.0
3303149,3303149,14.0
3303150,3303150,13.0
3303151,3303151,13.0
3303152,3303152,13.0
3303153,3303153,13.0
3303154,3303154,13.0
3303155,3303155,13.0
3303156,3303156,14.0
3303157,3303157,13.0
3303158,3303158,13.0
3303159,3303159,13.0
3303160,3303160,13.0
3303161,3303161,13.0
3303162,3303162,13.0
3303163,3303163,13.0
3303164,3303164,13.0
3303165,3303165,14.0
3303166,3303166,14.0
3303167,3303167,14.0
3303168,3303168,14.0
3303169,3303169,14.0
3303170,3303170,14.0
3303171,3303171,14.0
3303172,3303172,14.0
3303173,3303173,15.0
3303174,3303174,14.0
3303175,3303175,14.0
3303176,3303176,14.0
3303177,3303177,14.0
3303178,3303178,15.0
3303179,3303179,15.0
3303180,3303180,15.0
3303181,3303181,15.0
3303182,3303182,15.0
3303183,3303183,15.0
3303184,3303184,15.0
3303185,3303185,15.0
3303186,3303186,15.0
3303187,3303187,15.0
3303188,3303188,15.0
3303189,3303189,15.0
3303190,3303190,15.0
3303191,3303191,15.0
3303192,3303192,15.0
3303193,3303193,15.0
3303194,3303194,15.0
3303195,3303195,15.0
3303196,3303196,15.0
3303197,3303197,15.0
3303198,3303198,15.0
3303199,3303199,15.0
3303200,3303200,15.0
3303201,3303201,15.0
3303202,3303202,14.0
3303203,3303203,14.0
3303204,3303204,14.0
3303205,3303205,14.0
3303206,3303206,14.0
3303207,3303207,14.0
3303208,3303208,14.0
3303209,3303209,13.0
3303210,3303210,14.0
3303211,3303211,14.0
3303212,3303212,14.0
3303213,3303213,13.0
3303214,3303214,13.0
3303215,3303215,13.0
3303216,3303216,13.0
3303217,3303217,13.0
3303218,3303218,13.0
3303219,3303219,13.0
3303220,3303220,13.0
3303221,3303221,13.0
3303222,3303222,13.0
3303223,3303223,13.0
3303224,3303224,12.0
3303225,3303225,13.0
3303226,3303226,13.0
3303227,3303227,13.0
3303228,3303228,13.0
3303229,3303229,13.0
3303230,3303230,14.0
3303231,3303231,14.0
3303232,3303232,15.0
3303233,3303233,15.0
