,time,dryer
2265975,2265975,2.0
2265976,2265976,1.0
2265977,2265977,1.0
2265978,2265978,1.0
2265979,2265979,0.0
2265980,2265980,0.0
2265981,2265981,0.0
2265982,2265982,2.0
2265983,2265983,1.0
2265984,2265984,0.0
2265985,2265985,0.0
2265986,2265986,1.0
2265987,2265987,1.0
2265988,2265988,1.0
2265989,2265989,0.0
2265990,2265990,0.0
2265991,2265991,0.0
2265992,2265992,2.0
2265993,2265993,0.0
2265994,2265994,1.0
2265995,2265995,1.0
2265996,2265996,0.0
2265997,2265997,1.0
2265998,2265998,1.0
2265999,2265999,1.0
2266000,2266000,1.0
2266001,2266001,1.0
2266002,2266002,0.0
2266003,2266003,1.0
2266004,2266004,1.0
2266005,2266005,0.0
2266006,2266006,1.0
2266007,2266007,2.0
2266008,2266008,1.0
2266009,2266009,1.0
2266010,2266010,1.0
2266011,2266011,1.0
2266012,2266012,1.0
2266013,2266013,1.0
2266014,2266014,1.0
2266015,2266015,1.0
2266016,2266016,1.0
2266017,2266017,0.0
2266018,2266018,1.0
2266019,2266019,0.0
2266020,2266020,1.0
2266021,2266021,1.0
2266022,2266022,0.0
2266023,2266023,0.0
2266024,2266024,1.0
2266025,2266025,1.0
2266026,2266026,1.0
2266027,2266027,1.0
2266028,2266028,1.0
2266029,2266029,1.0
2266030,2266030,1.0
2266031,2266031,1.0
2266032,2266032,1.0
2266033,2266033,1.0
2266034,2266034,0.0
2266035,2266035,0.0
2266036,2266036,1.0
2266037,2266037,0.0
2266038,2266038,1.0
2266039,2266039,1.0
2266040,2266040,1.0
2266041,2266041,0.0
2266042,2266042,1.0
2266043,2266043,1.0
2266044,2266044,1.0
2266045,2266045,0.0
2266046,2266046,1.0
2266047,2266047,0.0
2266048,2266048,1.0
2266049,2266049,0.0
2266050,2266050,1.0
2266051,2266051,0.0
2266052,2266052,1.0
2266053,2266053,1.0
2266054,2266054,0.0
2266055,2266055,0.0
2266056,2266056,0.0
2266057,2266057,1.0
2266058,2266058,1.0
2266059,2266059,0.0
2266060,2266060,1.0
2266061,2266061,0.0
2266062,2266062,1.0
2266063,2266063,0.0
2266064,2266064,0.0
2266065,2266065,1.0
2266066,2266066,1.0
2266067,2266067,0.0
2266068,2266068,2.0
2266069,2266069,1.0
2266070,2266070,0.0
2266071,2266071,1.0
2266072,2266072,1.0
2266073,2266073,0.0
2266074,2266074,1.0
2266075,2266075,1.0
2266076,2266076,0.0
2266077,2266077,2.0
2266078,2266078,0.0
2266079,2266079,0.0
2266080,2266080,1.0
2266081,2266081,1.0
2266082,2266082,2.0
2266083,2266083,0.0
2266084,2266084,0.0
2266085,2266085,1.0
