,time,dryer
1207463,1207463,8.0
1207464,1207464,7.0
1207465,1207465,7.0
1207466,1207466,8.0
1207467,1207467,8.0
1207468,1207468,8.0
1207469,1207469,8.0
1207470,1207470,7.0
1207471,1207471,8.0
1207472,1207472,7.0
1207473,1207473,8.0
1207474,1207474,7.0
1207475,1207475,8.0
1207476,1207476,8.0
1207477,1207477,7.0
1207478,1207478,7.0
1207479,1207479,7.0
1207480,1207480,8.0
1207481,1207481,8.0
1207482,1207482,8.0
1207483,1207483,8.0
1207484,1207484,7.0
1207485,1207485,8.0
1207486,1207486,8.0
1207487,1207487,7.0
1207488,1207488,8.0
1207489,1207489,0.0
1207490,1207490,0.0
1207491,1207491,0.0
1207492,1207492,0.0
1207493,1207493,0.0
1207494,1207494,0.0
1207495,1207495,5299.0
1207496,1207496,5184.0
1207497,1207497,5082.0
1207498,1207498,5012.0
1207499,1207499,4932.0
1207500,1207500,4878.0
1207501,1207501,4849.0
1207502,1207502,4802.0
1207503,1207503,4801.0
1207504,1207504,4777.0
1207505,1207505,4763.0
1207506,1207506,4762.0
1207507,1207507,4754.0
1207508,1207508,4732.0
1207509,1207509,4737.0
1207510,1207510,4710.0
1207511,1207511,4724.0
1207512,1207512,4705.0
1207513,1207513,4697.0
1207514,1207514,4678.0
1207515,1207515,4684.0
1207516,1207516,4651.0
1207517,1207517,4650.0
1207518,1207518,4676.0
1207519,1207519,4674.0
1207520,1207520,4687.0
1207521,1207521,4675.0
1207522,1207522,4688.0
1207523,1207523,4694.0
1207524,1207524,4694.0
1207525,1207525,4699.0
1207526,1207526,4684.0
1207527,1207527,4668.0
1207528,1207528,4668.0
1207529,1207529,4668.0
1207530,1207530,4671.0
1207531,1207531,4663.0
1207532,1207532,4673.0
1207533,1207533,4657.0
1207534,1207534,4660.0
1207535,1207535,4647.0
1207536,1207536,4654.0
1207537,1207537,4660.0
1207538,1207538,4645.0
1207539,1207539,4663.0
1207540,1207540,4662.0
1207541,1207541,4678.0
1207542,1207542,4672.0
1207543,1207543,4692.0
1207544,1207544,4690.0
1207545,1207545,4693.0
1207546,1207546,4687.0
1207547,1207547,4700.0
1207548,1207548,4674.0
1207549,1207549,4664.0
1207550,1207550,4642.0
1207551,1207551,4647.0
1207552,1207552,4656.0
1207553,1207553,4651.0
1207554,1207554,4676.0
1207555,1207555,4658.0
1207556,1207556,4681.0
1207557,1207557,4685.0
1207558,1207558,4693.0
1207559,1207559,4690.0
1207560,1207560,4692.0
1207561,1207561,4697.0
1207562,1207562,4686.0
1207563,1207563,4690.0
1207564,1207564,4675.0
1207565,1207565,4655.0
1207566,1207566,4671.0
1207567,1207567,4650.0
1207568,1207568,4668.0
1207569,1207569,4676.0
1207570,1207570,4668.0
1207571,1207571,4677.0
1207572,1207572,4663.0
1207573,1207573,4684.0
1207574,1207574,4694.0
1207575,1207575,4696.0
1207576,1207576,4693.0
1207577,1207577,4697.0
1207578,1207578,4689.0
1207579,1207579,4685.0
1207580,1207580,4686.0
1207581,1207581,4679.0
1207582,1207582,4667.0
1207583,1207583,4664.0
1207584,1207584,4665.0
1207585,1207585,4690.0
1207586,1207586,4663.0
1207587,1207587,4670.0
1207588,1207588,4675.0
1207589,1207589,4674.0
1207590,1207590,4670.0
1207591,1207591,4662.0
1207592,1207592,4664.0
1207593,1207593,4654.0
1207594,1207594,4665.0
1207595,1207595,4657.0
1207596,1207596,4674.0
1207597,1207597,4667.0
1207598,1207598,4688.0
1207599,1207599,4683.0
1207600,1207600,4693.0
1207601,1207601,4698.0
1207602,1207602,4689.0
1207603,1207603,4688.0
1207604,1207604,4670.0
1207605,1207605,4673.0
1207606,1207606,4652.0
1207607,1207607,4637.0
1207608,1207608,4653.0
1207609,1207609,4658.0
1207610,1207610,4660.0
1207611,1207611,4667.0
1207612,1207612,4671.0
1207613,1207613,4681.0
1207614,1207614,4680.0
1207615,1207615,4679.0
1207616,1207616,4676.0
1207617,1207617,4667.0
1207618,1207618,4672.0
1207619,1207619,4673.0
1207620,1207620,4668.0
1207621,1207621,4659.0
1207622,1207622,4661.0
1207623,1207623,4663.0
1207624,1207624,4679.0
1207625,1207625,4680.0
1207626,1207626,4693.0
1207627,1207627,4682.0
1207628,1207628,4685.0
1207629,1207629,4662.0
1207630,1207630,4679.0
1207631,1207631,4658.0
1207632,1207632,4664.0
1207633,1207633,4641.0
1207634,1207634,4642.0
1207635,1207635,4661.0
1207636,1207636,4671.0
1207637,1207637,4684.0
1207638,1207638,4684.0
1207639,1207639,4685.0
1207640,1207640,4662.0
1207641,1207641,4668.0
1207642,1207642,4666.0
1207643,1207643,4663.0
1207644,1207644,4653.0
1207645,1207645,4651.0
1207646,1207646,4653.0
1207647,1207647,4668.0
1207648,1207648,4678.0
1207649,1207649,4679.0
1207650,1207650,4692.0
1207651,1207651,4680.0
1207652,1207652,4674.0
1207653,1207653,4694.0
1207654,1207654,4677.0
1207655,1207655,4675.0
1207656,1207656,4672.0
1207657,1207657,4666.0
1207658,1207658,4660.0
1207659,1207659,4674.0
1207660,1207660,4679.0
1207661,1207661,4668.0
1207662,1207662,4688.0
1207663,1207663,4657.0
1207664,1207664,4673.0
1207665,1207665,4674.0
1207666,1207666,4678.0
1207667,1207667,4669.0
1207668,1207668,4658.0
1207669,1207669,4649.0
1207670,1207670,4667.0
1207671,1207671,4691.0
1207672,1207672,4675.0
1207673,1207673,4695.0
1207674,1207674,4682.0
1207675,1207675,4690.0
1207676,1207676,4684.0
1207677,1207677,4681.0
1207678,1207678,4668.0
1207679,1207679,4685.0
1207680,1207680,4645.0
1207681,1207681,4658.0
1207682,1207682,4645.0
1207683,1207683,4648.0
1207684,1207684,4670.0
1207685,1207685,4655.0
1207686,1207686,4671.0
1207687,1207687,4664.0
1207688,1207688,4695.0
1207689,1207689,4669.0
1207690,1207690,4699.0
1207691,1207691,4678.0
1207692,1207692,4692.0
1207693,1207693,4687.0
1207694,1207694,4684.0
1207695,1207695,4672.0
1207696,1207696,4684.0
1207697,1207697,4664.0
1207698,1207698,4664.0
1207699,1207699,4664.0
1207700,1207700,4659.0
1207701,1207701,4668.0
1207702,1207702,4652.0
1207703,1207703,4668.0
1207704,1207704,4654.0
1207705,1207705,4676.0
1207706,1207706,4654.0
1207707,1207707,4671.0
1207708,1207708,4666.0
1207709,1207709,4665.0
1207710,1207710,4675.0
1207711,1207711,4677.0
1207712,1207712,4675.0
1207713,1207713,4663.0
1207714,1207714,4659.0
1207715,1207715,4654.0
1207716,1207716,4627.0
1207717,1207717,4647.0
1207718,1207718,4659.0
1207719,1207719,4647.0
1207720,1207720,4655.0
1207721,1207721,4657.0
1207722,1207722,4659.0
1207723,1207723,4663.0
1207724,1207724,4665.0
1207725,1207725,4658.0
1207726,1207726,4668.0
1207727,1207727,4666.0
1207728,1207728,4662.0
1207729,1207729,4679.0
1207730,1207730,4646.0
1207731,1207731,4658.0
1207732,1207732,4670.0
1207733,1207733,4659.0
1207734,1207734,4668.0
1207735,1207735,4659.0
1207736,1207736,4649.0
1207737,1207737,4653.0
1207738,1207738,4655.0
1207739,1207739,4661.0
1207740,1207740,4661.0
1207741,1207741,4660.0
1207742,1207742,4656.0
1207743,1207743,4673.0
1207744,1207744,4684.0
1207745,1207745,4655.0
1207746,1207746,4665.0
1207747,1207747,4691.0
1207748,1207748,4660.0
1207749,1207749,4649.0
1207750,1207750,4646.0
1207751,1207751,4666.0
1207752,1207752,4661.0
1207753,1207753,4664.0
1207754,1207754,4670.0
1207755,1207755,4680.0
1207756,1207756,4689.0
1207757,1207757,4689.0
1207758,1207758,4685.0
1207759,1207759,4681.0
1207760,1207760,4699.0
1207761,1207761,4690.0
1207762,1207762,4676.0
1207763,1207763,4677.0
1207764,1207764,4663.0
1207765,1207765,4675.0
1207766,1207766,4653.0
1207767,1207767,4670.0
1207768,1207768,4647.0
1207769,1207769,4658.0
1207770,1207770,4659.0
1207771,1207771,4662.0
1207772,1207772,4691.0
1207773,1207773,4665.0
1207774,1207774,4686.0
1207775,1207775,4664.0
1207776,1207776,4688.0
1207777,1207777,4681.0
1207778,1207778,4684.0
1207779,1207779,4663.0
1207780,1207780,4667.0
1207781,1207781,4655.0
1207782,1207782,4674.0
1207783,1207783,4657.0
1207784,1207784,4654.0
1207785,1207785,4648.0
1207786,1207786,4659.0
1207787,1207787,4653.0
1207788,1207788,4652.0
1207789,1207789,4669.0
1207790,1207790,4656.0
1207791,1207791,4659.0
1207792,1207792,4654.0
1207793,1207793,4688.0
1207794,1207794,4682.0
1207795,1207795,4684.0
1207796,1207796,4675.0
1207797,1207797,4665.0
1207798,1207798,4660.0
1207799,1207799,4668.0
1207800,1207800,4652.0
1207801,1207801,4650.0
1207802,1207802,4669.0
1207803,1207803,4652.0
1207804,1207804,4673.0
1207805,1207805,4670.0
1207806,1207806,4685.0
1207807,1207807,4673.0
1207808,1207808,4685.0
1207809,1207809,4680.0
1207810,1207810,4680.0
1207811,1207811,4676.0
1207812,1207812,4673.0
1207813,1207813,4660.0
1207814,1207814,4657.0
1207815,1207815,4637.0
1207816,1207816,4657.0
1207817,1207817,4656.0
1207818,1207818,4654.0
1207819,1207819,4679.0
1207820,1207820,4657.0
1207821,1207821,4674.0
1207822,1207822,4655.0
1207823,1207823,4664.0
1207824,1207824,4650.0
1207825,1207825,4660.0
1207826,1207826,4657.0
1207827,1207827,4665.0
1207828,1207828,4659.0
1207829,1207829,4658.0
1207830,1207830,4676.0
1207831,1207831,4653.0
1207832,1207832,4676.0
1207833,1207833,4667.0
1207834,1207834,4663.0
1207835,1207835,4648.0
1207836,1207836,4654.0
1207837,1207837,4648.0
1207838,1207838,4646.0
1207839,1207839,4656.0
1207840,1207840,4665.0
1207841,1207841,4666.0
1207842,1207842,4676.0
1207843,1207843,4664.0
1207844,1207844,4668.0
1207845,1207845,4676.0
1207846,1207846,4655.0
1207847,1207847,4667.0
1207848,1207848,4663.0
1207849,1207849,4672.0
1207850,1207850,4657.0
1207851,1207851,4668.0
1207852,1207852,4665.0
1207853,1207853,4670.0
1207854,1207854,4673.0
1207855,1207855,4678.0
1207856,1207856,4670.0
1207857,1207857,4655.0
1207858,1207858,4648.0
1207859,1207859,4647.0
1207860,1207860,4657.0
1207861,1207861,4666.0
1207862,1207862,4665.0
1207863,1207863,4665.0
1207864,1207864,4680.0
1207865,1207865,4663.0
1207866,1207866,4661.0
1207867,1207867,4669.0
1207868,1207868,4662.0
1207869,1207869,4685.0
1207870,1207870,4646.0
1207871,1207871,4663.0
1207872,1207872,4666.0
1207873,1207873,4662.0
1207874,1207874,4648.0
1207875,1207875,4660.0
1207876,1207876,4634.0
1207877,1207877,4650.0
1207878,1207878,4642.0
1207879,1207879,4654.0
1207880,1207880,4647.0
