,time,dryer
2943580,2943580,8.0
2943581,2943581,8.0
2943582,2943582,8.0
2943583,2943583,8.0
2943584,2943584,8.0
2943585,2943585,8.0
2943586,2943586,8.0
2943587,2943587,8.0
2943588,2943588,8.0
2943589,2943589,8.0
2943590,2943590,8.0
2943591,2943591,8.0
2943592,2943592,8.0
2943593,2943593,8.0
2943594,2943594,8.0
2943595,2943595,8.0
2943596,2943596,7.0
2943597,2943597,8.0
2943598,2943598,8.0
2943599,2943599,8.0
2943600,2943600,8.0
2943601,2943601,8.0
2943602,2943602,8.0
2943603,2943603,8.0
2943604,2943604,8.0
2943605,2943605,8.0
2943606,2943606,8.0
2943607,2943607,8.0
2943608,2943608,8.0
2943609,2943609,8.0
2943610,2943610,8.0
2943611,2943611,8.0
2943612,2943612,8.0
2943613,2943613,8.0
2943614,2943614,8.0
2943615,2943615,8.0
2943616,2943616,8.0
2943617,2943617,8.0
2943618,2943618,8.0
2943619,2943619,8.0
2943620,2943620,8.0
2943621,2943621,8.0
2943622,2943622,8.0
2943623,2943623,8.0
2943624,2943624,8.0
2943625,2943625,8.0
2943626,2943626,8.0
2943627,2943627,8.0
2943628,2943628,7.0
2943629,2943629,8.0
2943630,2943630,8.0
2943631,2943631,8.0
2943632,2943632,8.0
2943633,2943633,8.0
2943634,2943634,8.0
2943635,2943635,8.0
2943636,2943636,7.0
2943637,2943637,8.0
2943638,2943638,8.0
2943639,2943639,8.0
2943640,2943640,8.0
2943641,2943641,0.0
2943642,2943642,1.0
2943643,2943643,5461.0
2943644,2943644,5228.0
2943645,2943645,5130.0
2943646,2943646,5035.0
2943647,2943647,4985.0
2943648,2943648,4918.0
2943649,2943649,4832.0
2943650,2943650,4833.0
2943651,2943651,4783.0
2943652,2943652,4776.0
2943653,2943653,4760.0
2943654,2943654,4733.0
2943655,2943655,4717.0
2943656,2943656,4683.0
2943657,2943657,4669.0
2943658,2943658,4656.0
2943659,2943659,4669.0
2943660,2943660,4643.0
2943661,2943661,4664.0
