,time,dryer
408,594408,346
409,594409,298
410,594410,311
411,594411,303
412,594412,5841
413,594413,5791
414,594414,5715
415,594415,5654
416,594416,5614
417,594417,5574
418,594418,5555
419,594419,5545
420,594420,5503
421,594421,5482
422,594422,5484
423,594423,5447
424,594424,5468
425,594425,5471
426,594426,5455
427,594427,5453
428,594428,5443
429,594429,5447
430,594430,5463
431,594431,5447
432,594432,5424
433,594433,5457
434,594434,5433
435,594435,5442
436,594436,5462
437,594437,5432
438,594438,5447
439,594439,5445
440,594440,5441
441,594441,5442
442,594442,5473
443,594443,5445
444,594444,5427
445,594445,5439
446,594446,5434
447,594447,5452
448,594448,5454
449,594449,5433
450,594450,5443
451,594451,5451
452,594452,5443
453,594453,5486
454,594454,5472
455,594455,5432
456,594456,5427
457,594457,5416
458,594458,5423
459,594459,5439
460,594460,5446
461,594461,5435
462,594462,5444
463,594463,5454
464,594464,5457
465,594465,5472
466,594466,5449
467,594467,5455
468,594468,5473
469,594469,5456
470,594470,5463
471,594471,5463
472,594472,5456
473,594473,5440
474,594474,5450
475,594475,5440
476,594476,5453
477,594477,5463
478,594478,5438
479,594479,5439
480,594480,5444
481,594481,5426
482,594482,5467
483,594483,5430
484,594484,5459
485,594485,5465
486,594486,5451
487,594487,5450
488,594488,5452
489,594489,5416
490,594490,5423
491,594491,5432
492,594492,5428
493,594493,5451
494,594494,5447
495,594495,5430
496,594496,5428
497,594497,5411
498,594498,5417
499,594499,5458
500,594500,5422
501,594501,5404
502,594502,5415
503,594503,5408
504,594504,5392
505,594505,5429
506,594506,5411
507,594507,5404
508,594508,5407
509,594509,5395
510,594510,5417
511,594511,5421
512,594512,5405
513,594513,5396
514,594514,5421
515,594515,5395
516,594516,5430
517,594517,5443
518,594518,5410
519,594519,5423
520,594520,5424
521,594521,5395
522,594522,5437
523,594523,5447
524,594524,5411
525,594525,5409
526,594526,5421
527,594527,5427
528,594528,5440
529,594529,5407
530,594530,5399
531,594531,5423
532,594532,295
533,594533,314
534,594534,334
535,594535,316
536,594536,314
537,594537,314
538,594538,293
539,594539,316
540,594540,318
541,594541,302
542,594542,302
543,594543,293
544,594544,291
545,594545,316
546,594546,327
547,594547,5652
548,594548,5615
549,594549,5565
550,594550,5527
551,594551,5528
552,594552,5486
553,594553,5451
554,594554,5452
555,594555,5445
556,594556,5433
