,time,dryer
5388,4635388,252
5389,4635389,266
5390,4635390,276
5391,4635391,247
5392,4635392,5799
5393,4635393,5749
5394,4635394,5651
5395,4635395,5596
5396,4635396,5558
5397,4635397,5505
5398,4635398,5528
5399,4635399,5518
5400,4635400,5481
5401,4635401,5481
5402,4635402,5470
5403,4635403,5441
5404,4635404,5441
5405,4635405,5446
5406,4635406,5421
5407,4635407,5412
5408,4635408,5429
5409,4635409,5419
5410,4635410,5429
5411,4635411,5428
5412,4635412,5399
5413,4635413,5383
5414,4635414,5395
5415,4635415,5384
5416,4635416,5361
5417,4635417,5395
5418,4635418,5372
5419,4635419,5355
5420,4635420,5367
5421,4635421,5354
5422,4635422,5356
5423,4635423,5398
5424,4635424,5382
5425,4635425,5362
5426,4635426,5383
5427,4635427,5382
5428,4635428,5359
5429,4635429,5384
5430,4635430,5388
5431,4635431,5357
5432,4635432,5361
5433,4635433,5377
5434,4635434,5365
5435,4635435,5384
5436,4635436,5404
5437,4635437,5376
5438,4635438,5378
5439,4635439,5385
5440,4635440,5359
5441,4635441,5372
5442,4635442,5398
5443,4635443,5383
5444,4635444,5383
5445,4635445,5399
5446,4635446,5362
5447,4635447,5370
5448,4635448,5400
5449,4635449,5370
5450,4635450,5354
5451,4635451,5363
5452,4635452,5354
5453,4635453,5341
5454,4635454,5372
5455,4635455,5380
5456,4635456,5363
5457,4635457,5377
5458,4635458,5368
5459,4635459,5371
5460,4635460,5393
5461,4635461,5382
5462,4635462,5361
5463,4635463,5355
5464,4635464,5367
5465,4635465,5349
5466,4635466,5390
5467,4635467,5384
5468,4635468,5360
5469,4635469,5353
5470,4635470,5363
5471,4635471,5355
5472,4635472,5379
5473,4635473,5371
5474,4635474,5358
5475,4635475,5357
5476,4635476,5359
5477,4635477,5364
5478,4635478,5395
5479,4635479,5397
5480,4635480,5390
5481,4635481,5395
5482,4635482,5392
5483,4635483,5365
5484,4635484,5385
5485,4635485,5402
5486,4635486,5386
5487,4635487,5369
5488,4635488,5376
5489,4635489,5361
5490,4635490,5366
5491,4635491,5389
5492,4635492,5383
5493,4635493,5369
5494,4635494,5389
5495,4635495,5384
5496,4635496,5372
5497,4635497,5415
5498,4635498,5408
5499,4635499,5387
5500,4635500,5394
5501,4635501,5390
5502,4635502,5379
5503,4635503,5397
5504,4635504,5396
5505,4635505,5387
5506,4635506,5380
5507,4635507,5386
5508,4635508,5377
5509,4635509,5380
5510,4635510,5390
5511,4635511,269
5512,4635512,271
5513,4635513,284
5514,4635514,281
5515,4635515,289
5516,4635516,319
5517,4635517,294
5518,4635518,275
5519,4635519,274
5520,4635520,253
5521,4635521,249
5522,4635522,282
5523,4635523,276
5524,4635524,273
5525,4635525,283
5526,4635526,5680
5527,4635527,5621
5528,4635528,5604
5529,4635529,5558
5530,4635530,5515
5531,4635531,5506
5532,4635532,5473
5533,4635533,5437
5534,4635534,5456
5535,4635535,5440
5536,4635536,5408
5537,4635537,5418
5538,4635538,5402
5539,4635539,5382
5540,4635540,5399
5541,4635541,5406
5542,4635542,5385
5543,4635543,5381
5544,4635544,5387
5545,4635545,5352
5546,4635546,5370
5547,4635547,5394
5548,4635548,5388
5549,4635549,5373
5550,4635550,5389
5551,4635551,5380
5552,4635552,5386
5553,4635553,5407
5554,4635554,5370
5555,4635555,5364
5556,4635556,5368
5557,4635557,5353
5558,4635558,5362
5559,4635559,5380
5560,4635560,5362
5561,4635561,5359
5562,4635562,5377
5563,4635563,5367
5564,4635564,5357
5565,4635565,5401
5566,4635566,5399
5567,4635567,5364
5568,4635568,5369
5569,4635569,5375
5570,4635570,5358
5571,4635571,5383
5572,4635572,5388
5573,4635573,5368
5574,4635574,5367
5575,4635575,5370
5576,4635576,5351
5577,4635577,5374
5578,4635578,5385
5579,4635579,5365
5580,4635580,5356
5581,4635581,5361
5582,4635582,5356
5583,4635583,5371
5584,4635584,5405
5585,4635585,5378
5586,4635586,5364
5587,4635587,5371
5588,4635588,5369
5589,4635589,5358
5590,4635590,5369
5591,4635591,5369
5592,4635592,5347
5593,4635593,5361
5594,4635594,5380
5595,4635595,5363
5596,4635596,5401
5597,4635597,5390
5598,4635598,5363
5599,4635599,5379
5600,4635600,5379
5601,4635601,5357
5602,4635602,5381
5603,4635603,5385
5604,4635604,5363
5605,4635605,5372
5606,4635606,5370
5607,4635607,5377
5608,4635608,5404
5609,4635609,5404
5610,4635610,5368
5611,4635611,5373
5612,4635612,5376
5613,4635613,5352
5614,4635614,5369
5615,4635615,5383
5616,4635616,5354
5617,4635617,5345
5618,4635618,5356
5619,4635619,5342
5620,4635620,5343
5621,4635621,5370
5622,4635622,5352
5623,4635623,5328
5624,4635624,5339
5625,4635625,5354
5626,4635626,5354
5627,4635627,5386
5628,4635628,5386
5629,4635629,5362
5630,4635630,5374
5631,4635631,5365
5632,4635632,5348
