,time,dryer
43133,3593133,281
43134,3593134,282
43135,3593135,326
43136,3593136,5079
43137,3593137,5887
43138,3593138,5835
43139,3593139,5758
43140,3593140,5719
43141,3593141,5699
43142,3593142,5662
43143,3593143,5653
43144,3593144,5629
43145,3593145,5571
43146,3593146,5590
43147,3593147,5567
43148,3593148,5527
43149,3593149,5555
43150,3593150,5539
43151,3593151,5545
43152,3593152,5561
43153,3593153,5520
43154,3593154,5527
43155,3593155,5523
43156,3593156,5488
43157,3593157,5494
43158,3593158,5511
43159,3593159,5493
43160,3593160,5498
43161,3593161,5485
43162,3593162,5482
43163,3593163,5520
43164,3593164,5525
43165,3593165,5501
43166,3593166,5516
43167,3593167,5508
43168,3593168,5493
43169,3593169,5508
43170,3593170,5495
43171,3593171,5519
43172,3593172,5504
43173,3593173,5469
43174,3593174,5486
43175,3593175,5532
43176,3593176,5497
43177,3593177,5508
43178,3593178,5502
43179,3593179,5509
43180,3593180,5526
43181,3593181,5525
43182,3593182,5482
43183,3593183,5489
43184,3593184,5494
43185,3593185,5475
43186,3593186,5504
43187,3593187,5478
43188,3593188,5480
43189,3593189,5498
43190,3593190,5495
43191,3593191,5481
43192,3593192,5497
43193,3593193,5483
43194,3593194,5494
43195,3593195,5494
43196,3593196,5484
43197,3593197,5493
43198,3593198,5511
43199,3593199,5481
43200,3593200,5508
43201,3593201,5498
43202,3593202,5482
43203,3593203,5514
43204,3593204,5493
43205,3593205,5468
43206,3593206,5477
43207,3593207,5471
43208,3593208,5501
43209,3593209,5520
43210,3593210,5487
43211,3593211,5493
43212,3593212,5506
43213,3593213,5476
43214,3593214,5497
43215,3593215,5499
43216,3593216,5472
43217,3593217,5479
43218,3593218,5481
43219,3593219,5465
43220,3593220,5500
43221,3593221,5488
43222,3593222,5465
43223,3593223,5479
43224,3593224,5455
43225,3593225,5453
43226,3593226,5482
43227,3593227,5463
43228,3593228,5446
43229,3593229,5457
43230,3593230,5446
43231,3593231,5455
43232,3593232,5461
43233,3593233,5440
43234,3593234,5448
43235,3593235,5464
43236,3593236,5466
43237,3593237,5482
43238,3593238,5485
43239,3593239,5458
43240,3593240,5463
43241,3593241,5471
43242,3593242,5470
43243,3593243,5499
43244,3593244,5503
43245,3593245,5486
43246,3593246,5491
43247,3593247,5483
43248,3593248,5480
43249,3593249,5527
43250,3593250,5500
43251,3593251,5474
43252,3593252,5498
43253,3593253,5487
43254,3593254,5502
43255,3593255,5525
43256,3593256,313
43257,3593257,308
43258,3593258,319
43259,3593259,300
43260,3593260,297
43261,3593261,339
43262,3593262,305
43263,3593263,310
43264,3593264,325
43265,3593265,309
43266,3593266,318
43267,3593267,329
43268,3593268,297
43269,3593269,300
43270,3593270,288
43271,3593271,5747
43272,3593272,5726
43273,3593273,5685
43274,3593274,5626
43275,3593275,5628
43276,3593276,5593
43277,3593277,5579
43278,3593278,5580
43279,3593279,5549
43280,3593280,5523
43281,3593281,5507
43282,3593282,5489
43283,3593283,5515
43284,3593284,5539
43285,3593285,5508
43286,3593286,5498
43287,3593287,5493
43288,3593288,5489
43289,3593289,5509
43290,3593290,5509
43291,3593291,5461
43292,3593292,5471
43293,3593293,5482
43294,3593294,5485
43295,3593295,5505
43296,3593296,5485
43297,3593297,5460
43298,3593298,5473
43299,3593299,5481
43300,3593300,5476
43301,3593301,5504
43302,3593302,5496
43303,3593303,5484
43304,3593304,5493
43305,3593305,5475
43306,3593306,5501
43307,3593307,5507
43308,3593308,5480
43309,3593309,5457
43310,3593310,5463
43311,3593311,5460
43312,3593312,5480
43313,3593313,5477
43314,3593314,5462
43315,3593315,5469
43316,3593316,5452
43317,3593317,5459
43318,3593318,5464
43319,3593319,5457
43320,3593320,5451
43321,3593321,5462
43322,3593322,5471
43323,3593323,5450
43324,3593324,5491
43325,3593325,5481
43326,3593326,5467
43327,3593327,5476
43328,3593328,5466
43329,3593329,5466
43330,3593330,5488
43331,3593331,5460
43332,3593332,5480
43333,3593333,5482
43334,3593334,5453
43335,3593335,5489
43336,3593336,5492
43337,3593337,5466
43338,3593338,5472
43339,3593339,5474
43340,3593340,5477
43341,3593341,5492
43342,3593342,5493
43343,3593343,5466
43344,3593344,5475
43345,3593345,5449
43346,3593346,5454
43347,3593347,5476
43348,3593348,5479
43349,3593349,5461
43350,3593350,5480
43351,3593351,5472
43352,3593352,5469
43353,3593353,5506
43354,3593354,5470
43355,3593355,5435
43356,3593356,5472
43357,3593357,5479
43358,3593358,5506
43359,3593359,5500
43360,3593360,5474
43361,3593361,5478
43362,3593362,5472
43363,3593363,5472
43364,3593364,5475
43365,3593365,5472
43366,3593366,5454
43367,3593367,5478
43368,3593368,5465
43369,3593369,5452
43370,3593370,5465
43371,3593371,5460
43372,3593372,5429
43373,3593373,5446
43374,3593374,5437
43375,3593375,5454
43376,3593376,5498
43377,3593377,5455
43378,3593378,5443
43379,3593379,5445
43380,3593380,5440
43381,3593381,5462
43382,3593382,5484
43383,3593383,5462
43384,3593384,5435
43385,3593385,5457
43386,3593386,5464
43387,3593387,5492
43388,3593388,5476
43389,3593389,5450
43390,3593390,5450
43391,3593391,5445
43392,3593392,5437
43393,3593393,5453
43394,3593394,5431
43395,3593395,5440
43396,3593396,5442
43397,3593397,5459
43398,3593398,5460
43399,3593399,5465
43400,3593400,5444
43401,3593401,5441
43402,3593402,5453
43403,3593403,5446
43404,3593404,5444
43405,3593405,5470
43406,3593406,5454
43407,3593407,5449
43408,3593408,5452
43409,3593409,5452
43410,3593410,5495
43411,3593411,5486
43412,3593412,5444
43413,3593413,5463
43414,3593414,5442
43415,3593415,5450
43416,3593416,5494
43417,3593417,5490
43418,3593418,5452
43419,3593419,5465
43420,3593420,5465
43421,3593421,5475
43422,3593422,5487
43423,3593423,5466
43424,3593424,5470
43425,3593425,5455
43426,3593426,5442
43427,3593427,5462
43428,3593428,5498
43429,3593429,5465
43430,3593430,5442
43431,3593431,5459
43432,3593432,5444
43433,3593433,5450
43434,3593434,5459
43435,3593435,5441
43436,3593436,5447
43437,3593437,5439
43438,3593438,5419
43439,3593439,5443
43440,3593440,5450
43441,3593441,5434
43442,3593442,5449
43443,3593443,5448
43444,3593444,5445
43445,3593445,5466
43446,3593446,5460
43447,3593447,5441
43448,3593448,5448
43449,3593449,5430
43450,3593450,5445
43451,3593451,5454
43452,3593452,5432
43453,3593453,5437
43454,3593454,5442
43455,3593455,5438
43456,3593456,5428
43457,3593457,5451
43458,3593458,5437
43459,3593459,5436
43460,3593460,5435
43461,3593461,5432
43462,3593462,5440
43463,3593463,5450
43464,3593464,5424
43465,3593465,5447
43466,3593466,5433
43467,3593467,5433
43468,3593468,5449
43469,3593469,5445
43470,3593470,5426
43471,3593471,5434
43472,3593472,5450
43473,3593473,5444
43474,3593474,5468
43475,3593475,5448
43476,3593476,5433
43477,3593477,5430
43478,3593478,5429
43479,3593479,5423
43480,3593480,5440
43481,3593481,5403
43482,3593482,5407
43483,3593483,5421
43484,3593484,5421
43485,3593485,5422
43486,3593486,5454
43487,3593487,5425
43488,3593488,5425
43489,3593489,5455
43490,3593490,5415
43491,3593491,5420
43492,3593492,5459
43493,3593493,5425
43494,3593494,5430
43495,3593495,5423
43496,3593496,5433
43497,3593497,5446
43498,3593498,5449
43499,3593499,5433
43500,3593500,5433
43501,3593501,5438
43502,3593502,5423
43503,3593503,5446
43504,3593504,5441
43505,3593505,5428
43506,3593506,5447
43507,3593507,5435
43508,3593508,5430
43509,3593509,5433
43510,3593510,5421
43511,3593511,5407
43512,3593512,5423
43513,3593513,5413
43514,3593514,5428
43515,3593515,5443
43516,3593516,5423
43517,3593517,5410
43518,3593518,5431
43519,3593519,5418
43520,3593520,5423
43521,3593521,5429
43522,3593522,5399
43523,3593523,5419
43524,3593524,5419
43525,3593525,5412
43526,3593526,5413
43527,3593527,5430
43528,3593528,5413
43529,3593529,5408
43530,3593530,5408
43531,3593531,5409
43532,3593532,5424
43533,3593533,5432
43534,3593534,5414
43535,3593535,5413
43536,3593536,5431
43537,3593537,5428
43538,3593538,5446
43539,3593539,5431
43540,3593540,5408
43541,3593541,5423
43542,3593542,5406
43543,3593543,5397
43544,3593544,5418
43545,3593545,5398
43546,3593546,5388
43547,3593547,5403
43548,3593548,5408
43549,3593549,5432
43550,3593550,5447
43551,3593551,5421
43552,3593552,5415
43553,3593553,5427
43554,3593554,5412
43555,3593555,5419
43556,3593556,5435
43557,3593557,5427
43558,3593558,5421
43559,3593559,5409
43560,3593560,5412
43561,3593561,5417
43562,3593562,5427
43563,3593563,5403
43564,3593564,5409
43565,3593565,5415
43566,3593566,5397
43567,3593567,5451
43568,3593568,5430
43569,3593569,5412
43570,3593570,5407
43571,3593571,5406
43572,3593572,5392
43573,3593573,5424
43574,3593574,5399
43575,3593575,5406
43576,3593576,5428
43577,3593577,5407
43578,3593578,5433
43579,3593579,5454
43580,3593580,5430
43581,3593581,5416
43582,3593582,5429
43583,3593583,5415
43584,3593584,5432
43585,3593585,5446
43586,3593586,5431
43587,3593587,5436
43588,3593588,5430
43589,3593589,5435
43590,3593590,5438
43591,3593591,5461
43592,3593592,5442
43593,3593593,5428
43594,3593594,5423
43595,3593595,5428
43596,3593596,5438
43597,3593597,5442
43598,3593598,5425
43599,3593599,5417
43600,3593600,5423
43601,3593601,5436
43602,3593602,5458
43603,3593603,5445
43604,3593604,5426
43605,3593605,5436
43606,3593606,5423
43607,3593607,5423
43608,3593608,5442
43609,3593609,5437
43610,3593610,5430
43611,3593611,5416
43612,3593612,5404
43613,3593613,5411
43614,3593614,5426
43615,3593615,5411
43616,3593616,5401
43617,3593617,5402
43618,3593618,5401
43619,3593619,5420
43620,3593620,5442
43621,3593621,5404
43622,3593622,5416
43623,3593623,5434
43624,3593624,5421
43625,3593625,5416
43626,3593626,5402
43627,3593627,5404
43628,3593628,5406
43629,3593629,5434
43630,3593630,5424
43631,3593631,5430
43632,3593632,5420
43633,3593633,5390
43634,3593634,5408
43635,3593635,5420
43636,3593636,5422
43637,3593637,5444
43638,3593638,5459
43639,3593639,5437
43640,3593640,5434
43641,3593641,5413
43642,3593642,5396
43643,3593643,5402
43644,3593644,5388
43645,3593645,5376
43646,3593646,5394
43647,3593647,5403
43648,3593648,5384
43649,3593649,5423
43650,3593650,5410
43651,3593651,5391
43652,3593652,5414
43653,3593653,5406
43654,3593654,5420
43655,3593655,5435
43656,3593656,5415
43657,3593657,5405
43658,3593658,5408
43659,3593659,5381
43660,3593660,5386
43661,3593661,5415
43662,3593662,5416
43663,3593663,5411
43664,3593664,5412
43665,3593665,5426
43666,3593666,5430
43667,3593667,5448
43668,3593668,5418
43669,3593669,5419
43670,3593670,5412
43671,3593671,5437
43672,3593672,5444
43673,3593673,5433
43674,3593674,5399
43675,3593675,5406
43676,3593676,5399
43677,3593677,5394
43678,3593678,5420
43679,3593679,5415
43680,3593680,5405
43681,3593681,5400
43682,3593682,5401
43683,3593683,5407
43684,3593684,5422
43685,3593685,5401
43686,3593686,5388
43687,3593687,5399
43688,3593688,5388
43689,3593689,5386
43690,3593690,5403
43691,3593691,5402
43692,3593692,5392
43693,3593693,5422
43694,3593694,5406
43695,3593695,5408
43696,3593696,5428
43697,3593697,5397
43698,3593698,5393
43699,3593699,5391
43700,3593700,5403
43701,3593701,5409
43702,3593702,5427
43703,3593703,5387
43704,3593704,5391
43705,3593705,5423
43706,3593706,5418
43707,3593707,5421
43708,3593708,5434
43709,3593709,5431
43710,3593710,5425
43711,3593711,5414
43712,3593712,5426
43713,3593713,5439
43714,3593714,5461
43715,3593715,5425
43716,3593716,5436
43717,3593717,5433
43718,3593718,5448
43719,3593719,5462
43720,3593720,5432
43721,3593721,5412
43722,3593722,5425
43723,3593723,5430
43724,3593724,5429
43725,3593725,5454
43726,3593726,5459
43727,3593727,5446
43728,3593728,5455
43729,3593729,5434
43730,3593730,5448
43731,3593731,5457
43732,3593732,5420
43733,3593733,5416
43734,3593734,5412
43735,3593735,5414
43736,3593736,5435
43737,3593737,5448
43738,3593738,5420
43739,3593739,5420
43740,3593740,5418
43741,3593741,5405
43742,3593742,5436
43743,3593743,5447
43744,3593744,5410
43745,3593745,5416
43746,3593746,5421
43747,3593747,5416
43748,3593748,5423
43749,3593749,5428
43750,3593750,5405
43751,3593751,5413
43752,3593752,5416
43753,3593753,5430
43754,3593754,5430
43755,3593755,5442
43756,3593756,5415
43757,3593757,5415
43758,3593758,5419
43759,3593759,5409
43760,3593760,5444
43761,3593761,5442
43762,3593762,5417
43763,3593763,5428
43764,3593764,5421
43765,3593765,5425
43766,3593766,5447
43767,3593767,5426
43768,3593768,5419
43769,3593769,5441
43770,3593770,5428
43771,3593771,5438
43772,3593772,5453
43773,3593773,5440
43774,3593774,5414
43775,3593775,5430
43776,3593776,5414
43777,3593777,5411
43778,3593778,5444
43779,3593779,5433
43780,3593780,5419
43781,3593781,5422
43782,3593782,5427
43783,3593783,5430
43784,3593784,5447
43785,3593785,5419
43786,3593786,5413
43787,3593787,5418
43788,3593788,5405
43789,3593789,5425
43790,3593790,5441
43791,3593791,5405
43792,3593792,5415
43793,3593793,5423
43794,3593794,5414
43795,3593795,5443
43796,3593796,5438
43797,3593797,5407
43798,3593798,5391
43799,3593799,5409
43800,3593800,5398
43801,3593801,5400
43802,3593802,5412
43803,3593803,5405
43804,3593804,5404
43805,3593805,5413
43806,3593806,5410
43807,3593807,5432
43808,3593808,5445
43809,3593809,5425
43810,3593810,5423
43811,3593811,5424
43812,3593812,5420
43813,3593813,5439
43814,3593814,5420
43815,3593815,5414
43816,3593816,5412
43817,3593817,5408
43818,3593818,5406
43819,3593819,5447
43820,3593820,5438
43821,3593821,5416
43822,3593822,5422
43823,3593823,5412
43824,3593824,5414
43825,3593825,5426
43826,3593826,5411
43827,3593827,5387
43828,3593828,5414
43829,3593829,5408
43830,3593830,5422
43831,3593831,5429
43832,3593832,5409
43833,3593833,5413
43834,3593834,5416
43835,3593835,5399
43836,3593836,5414
43837,3593837,5412
43838,3593838,5398
43839,3593839,5405
43840,3593840,5429
43841,3593841,5425
43842,3593842,5424
43843,3593843,5428
43844,3593844,5422
43845,3593845,5420
43846,3593846,5419
43847,3593847,5413
43848,3593848,5443
43849,3593849,5461
43850,3593850,5434
43851,3593851,5431
43852,3593852,5443
43853,3593853,5438
43854,3593854,5467
43855,3593855,5458
43856,3593856,5440
43857,3593857,5443
43858,3593858,5443
43859,3593859,5440
43860,3593860,5452
43861,3593861,5450
43862,3593862,287
43863,3593863,303
43864,3593864,299
43865,3593865,306
43866,3593866,308
43867,3593867,294
43868,3593868,281
43869,3593869,291
43870,3593870,283
43871,3593871,275
43872,3593872,292
43873,3593873,301
43874,3593874,277
43875,3593875,286
43876,3593876,294
43877,3593877,288
43878,3593878,307
43879,3593879,315
43880,3593880,287
43881,3593881,295
43882,3593882,287
43883,3593883,283
43884,3593884,313
43885,3593885,299
43886,3593886,291
43887,3593887,299
43888,3593888,285
43889,3593889,272
43890,3593890,297
43891,3593891,285
43892,3593892,297
43893,3593893,296
43894,3593894,282
43895,3593895,283
43896,3593896,306
43897,3593897,295
43898,3593898,293
43899,3593899,306
43900,3593900,282
43901,3593901,291
43902,3593902,300
43903,3593903,285
43904,3593904,286
43905,3593905,288
43906,3593906,296
43907,3593907,298
43908,3593908,5859
43909,3593909,5781
43910,3593910,5725
43911,3593911,5666
