,time,dryer
533,1687533,349
534,1687534,322
535,1687535,312
536,1687536,295
537,1687537,5818
538,1687538,5749
539,1687539,5704
540,1687540,5651
541,1687541,5618
542,1687542,5557
543,1687543,5519
544,1687544,5488
545,1687545,5446
546,1687546,5458
547,1687547,5466
548,1687548,5417
549,1687549,5405
550,1687550,5401
551,1687551,5405
552,1687552,5433
553,1687553,5424
554,1687554,5385
555,1687555,5381
556,1687556,5377
557,1687557,5391
558,1687558,5418
559,1687559,5412
560,1687560,5385
561,1687561,5368
562,1687562,5383
563,1687563,5354
564,1687564,5411
565,1687565,5409
566,1687566,5401
567,1687567,5390
568,1687568,5385
569,1687569,5348
570,1687570,5381
571,1687571,5374
572,1687572,5360
573,1687573,5374
574,1687574,5351
575,1687575,5348
576,1687576,5397
577,1687577,5385
578,1687578,5381
579,1687579,5396
580,1687580,5375
581,1687581,5395
582,1687582,5421
583,1687583,5418
584,1687584,5399
585,1687585,5411
586,1687586,5394
587,1687587,5398
588,1687588,5427
589,1687589,5406
590,1687590,5393
591,1687591,5427
592,1687592,5420
593,1687593,5420
594,1687594,5428
595,1687595,5411
596,1687596,5389
597,1687597,5420
598,1687598,5398
599,1687599,5400
600,1687600,5435
601,1687601,5399
602,1687602,5385
603,1687603,5399
604,1687604,5394
605,1687605,5389
606,1687606,5412
607,1687607,5404
608,1687608,5393
609,1687609,5381
610,1687610,5378
611,1687611,5392
612,1687612,5423
613,1687613,5388
614,1687614,5375
615,1687615,5372
616,1687616,5395
617,1687617,5400
618,1687618,5408
619,1687619,5389
620,1687620,5395
621,1687621,5403
622,1687622,5396
623,1687623,5383
624,1687624,5398
625,1687625,5406
626,1687626,5401
627,1687627,5393
628,1687628,5380
629,1687629,5396
630,1687630,5412
631,1687631,5359
632,1687632,5377
633,1687633,5379
634,1687634,5371
635,1687635,5399
636,1687636,5389
637,1687637,5389
638,1687638,5382
639,1687639,5389
640,1687640,5364
641,1687641,5385
642,1687642,5407
643,1687643,5392
644,1687644,5408
645,1687645,5390
646,1687646,5395
647,1687647,5407
648,1687648,5421
649,1687649,5402
650,1687650,5421
651,1687651,5399
652,1687652,5405
653,1687653,5416
654,1687654,5440
655,1687655,5411
656,1687656,5406
657,1687657,297
658,1687658,279
659,1687659,298
660,1687660,302
661,1687661,275
662,1687662,281
663,1687663,286
664,1687664,272
665,1687665,309
666,1687666,303
667,1687667,284
668,1687668,291
669,1687669,299
670,1687670,295
671,1687671,317
672,1687672,5652
673,1687673,5575
674,1687674,5537
675,1687675,5515
676,1687676,5487
677,1687677,5479
678,1687678,5449
679,1687679,5410
680,1687680,5397
681,1687681,5411
682,1687682,5384
683,1687683,5407
684,1687684,5416
685,1687685,5387
686,1687686,5404
687,1687687,5401
688,1687688,5393
689,1687689,5411
690,1687690,5406
691,1687691,5374
692,1687692,5405
693,1687693,5384
694,1687694,5371
695,1687695,5389
696,1687696,5389
697,1687697,5367
698,1687698,5376
699,1687699,5379
700,1687700,5379
701,1687701,5398
702,1687702,5395
703,1687703,5382
704,1687704,5392
705,1687705,5390
706,1687706,5387
707,1687707,5380
708,1687708,5364
709,1687709,5354
710,1687710,5358
711,1687711,5362
712,1687712,5348
713,1687713,5381
714,1687714,5367
715,1687715,5353
716,1687716,5376
717,1687717,5367
718,1687718,5350
719,1687719,5384
720,1687720,5358
721,1687721,5352
722,1687722,5357
723,1687723,5360
724,1687724,5343
725,1687725,5357
726,1687726,5351
727,1687727,5346
728,1687728,5347
729,1687729,5332
730,1687730,5336
731,1687731,5374
732,1687732,5360
733,1687733,5351
734,1687734,5375
735,1687735,5363
736,1687736,5344
737,1687737,5357
738,1687738,5355
739,1687739,5346
740,1687740,5340
741,1687741,5345
742,1687742,5330
743,1687743,5341
744,1687744,5353
745,1687745,5328
746,1687746,5333
747,1687747,5336
748,1687748,5336
749,1687749,5350
750,1687750,5354
751,1687751,5334
752,1687752,5334
753,1687753,5352
754,1687754,5362
755,1687755,5385
756,1687756,5377
757,1687757,5334
758,1687758,5347
759,1687759,5355
760,1687760,5358
761,1687761,5371
762,1687762,5381
763,1687763,5368
764,1687764,5349
765,1687765,5348
766,1687766,5351
767,1687767,5369
768,1687768,5376
769,1687769,5349
770,1687770,5340
771,1687771,5344
772,1687772,5337
773,1687773,5356
774,1687774,5374
775,1687775,5346
776,1687776,5362
777,1687777,5355
778,1687778,5351
779,1687779,5354
780,1687780,5372
781,1687781,5363
782,1687782,5359
783,1687783,5363
784,1687784,5359
785,1687785,5373
786,1687786,5382
787,1687787,5368
788,1687788,5363
789,1687789,5372
790,1687790,5360
791,1687791,5383
792,1687792,5388
793,1687793,5371
794,1687794,5360
795,1687795,5364
796,1687796,5316
797,1687797,5335
798,1687798,5372
799,1687799,5357
800,1687800,5338
801,1687801,5347
802,1687802,5355
803,1687803,5365
804,1687804,5376
805,1687805,5342
806,1687806,5342
807,1687807,5360
808,1687808,5357
809,1687809,5361
810,1687810,5368
811,1687811,5359
812,1687812,5347
813,1687813,5365
814,1687814,5353
815,1687815,5361
816,1687816,5379
817,1687817,5356
818,1687818,5355
819,1687819,5359
820,1687820,5352
821,1687821,5356
822,1687822,5363
823,1687823,5351
824,1687824,5358
825,1687825,5372
826,1687826,5366
827,1687827,5373
828,1687828,5384
829,1687829,5367
830,1687830,5371
831,1687831,5382
832,1687832,5362
833,1687833,5374
834,1687834,5386
835,1687835,5349
836,1687836,5333
837,1687837,5348
838,1687838,5345
839,1687839,5336
840,1687840,5359
841,1687841,5352
842,1687842,5351
843,1687843,5355
844,1687844,5334
845,1687845,5345
846,1687846,5361
847,1687847,5363
848,1687848,5359
849,1687849,5359
850,1687850,5342
851,1687851,5349
852,1687852,5358
853,1687853,5338
854,1687854,5325
855,1687855,5342
856,1687856,5344
857,1687857,5362
858,1687858,5372
859,1687859,5359
860,1687860,5352
861,1687861,5352
862,1687862,5347
863,1687863,5364
864,1687864,5359
865,1687865,5353
866,1687866,5350
867,1687867,5362
868,1687868,5345
869,1687869,5362
870,1687870,5373
871,1687871,5381
872,1687872,5367
873,1687873,5370
874,1687874,5356
875,1687875,5360
876,1687876,5379
877,1687877,5379
878,1687878,5347
879,1687879,5370
880,1687880,5353
881,1687881,5357
882,1687882,5382
883,1687883,5383
884,1687884,5368
885,1687885,5384
886,1687886,5373
887,1687887,5377
888,1687888,5396
889,1687889,5384
890,1687890,5371
891,1687891,5374
892,1687892,5363
893,1687893,5370
894,1687894,5392
895,1687895,5373
896,1687896,5370
897,1687897,5379
898,1687898,5364
899,1687899,5381
900,1687900,5401
901,1687901,5390
902,1687902,5387
903,1687903,5370
904,1687904,5368
905,1687905,5351
906,1687906,5375
907,1687907,5374
908,1687908,5358
909,1687909,5371
910,1687910,5369
911,1687911,5367
912,1687912,5372
913,1687913,5365
914,1687914,5345
915,1687915,5369
916,1687916,5365
917,1687917,5356
918,1687918,5373
919,1687919,5356
920,1687920,5321
921,1687921,5354
922,1687922,5352
923,1687923,5356
924,1687924,5377
925,1687925,5356
926,1687926,5336
927,1687927,5353
928,1687928,5346
929,1687929,5353
930,1687930,5367
931,1687931,5356
932,1687932,5362
933,1687933,5391
934,1687934,5365
935,1687935,5348
936,1687936,5387
937,1687937,5381
938,1687938,5356
939,1687939,5343
940,1687940,5357
941,1687941,5360
942,1687942,5388
943,1687943,5386
944,1687944,5355
945,1687945,5359
946,1687946,5385
947,1687947,5364
948,1687948,5381
949,1687949,5384
950,1687950,5332
951,1687951,5338
952,1687952,5367
953,1687953,5356
954,1687954,5363
955,1687955,5363
956,1687956,5370
957,1687957,5368
958,1687958,5356
959,1687959,5368
960,1687960,5400
961,1687961,5395
962,1687962,5375
963,1687963,5384
964,1687964,5377
965,1687965,5356
966,1687966,5396
967,1687967,5385
968,1687968,5383
969,1687969,5366
970,1687970,5360
971,1687971,5367
972,1687972,5372
973,1687973,5364
974,1687974,5354
975,1687975,5334
976,1687976,5323
977,1687977,5347
978,1687978,5348
979,1687979,5362
980,1687980,5370
981,1687981,5360
982,1687982,5346
983,1687983,5348
984,1687984,5377
985,1687985,5387
986,1687986,5359
987,1687987,5352
988,1687988,5353
989,1687989,5326
990,1687990,5355
991,1687991,5371
992,1687992,5356
993,1687993,5356
994,1687994,5356
995,1687995,5348
996,1687996,5369
997,1687997,5378
998,1687998,5350
999,1687999,5350
1000,1688000,5345
1001,1688001,5342
1002,1688002,5351
1003,1688003,5379
1004,1688004,5349
1005,1688005,5349
1006,1688006,5347
1007,1688007,5323
1008,1688008,5334
1009,1688009,5366
1010,1688010,5345
1011,1688011,5347
1012,1688012,5347
1013,1688013,5350
1014,1688014,5372
1015,1688015,5383
1016,1688016,5369
1017,1688017,5350
1018,1688018,5346
1019,1688019,5365
1020,1688020,5356
1021,1688021,5364
1022,1688022,5354
1023,1688023,5362
1024,1688024,5381
1025,1688025,5358
1026,1688026,5350
1027,1688027,5355
1028,1688028,5359
1029,1688029,5339
1030,1688030,2851
1031,1688031,2858
1032,1688032,2856
1033,1688033,2892
1034,1688034,2897
1035,1688035,2869
1036,1688036,2877
1037,1688037,2878
1038,1688038,2879
1039,1688039,2895
1040,1688040,2884
1041,1688041,2874
1042,1688042,2886
1043,1688043,2878
1044,1688044,2870
1045,1688045,2878
1046,1688046,2866
1047,1688047,2847
1048,1688048,2852
1049,1688049,2867
1050,1688050,2858
1051,1688051,2853
1052,1688052,2871
1053,1688053,2869
1054,1688054,2860
1055,1688055,2862
1056,1688056,2839
1057,1688057,2836
1058,1688058,2865
1059,1688059,2845
1060,1688060,2843
1061,1688061,2860
1062,1688062,2854
1063,1688063,2859
1064,1688064,2874
1065,1688065,2861
1066,1688066,2853
1067,1688067,2857
1068,1688068,2852
1069,1688069,2862
1070,1688070,2856
1071,1688071,2848
1072,1688072,2836
1073,1688073,2851
1074,1688074,2842
1075,1688075,2848
1076,1688076,2859
1077,1688077,2839
1078,1688078,2830
1079,1688079,2862
1080,1688080,2855
1081,1688081,2844
