,time,dryer
10737,4650737,4191
10738,4650738,296
10739,4650739,327
10740,4650740,315
10741,4650741,5835
10742,4650742,5765
10743,4650743,5700
10744,4650744,5655
10745,4650745,5635
10746,4650746,5555
10747,4650747,5534
10748,4650748,5503
10749,4650749,5485
10750,4650750,5496
10751,4650751,5491
10752,4650752,5418
10753,4650753,5415
10754,4650754,5406
10755,4650755,5412
10756,4650756,5148
10757,4650757,0
10758,4650758,0
10759,4650759,0
10760,4650760,0
10761,4650761,0
10762,4650762,0
10763,4650763,1
10764,4650764,1
10765,4650765,5626
10766,4650766,5538
10767,4650767,5500
10768,4650768,5502
10769,4650769,5474
10770,4650770,5440
10771,4650771,5445
10772,4650772,5450
10773,4650773,5435
10774,4650774,5436
10775,4650775,5413
10776,4650776,5409
10777,4650777,5405
10778,4650778,5375
10779,4650779,0
10780,4650780,1
10781,4650781,1
10782,4650782,1
10783,4650783,1
10784,4650784,1
10785,4650785,1
10786,4650786,1
10787,4650787,1
10788,4650788,1
10789,4650789,1
10790,4650790,1
10791,4650791,1
10792,4650792,1
10793,4650793,1
10794,4650794,1
10795,4650795,305
10796,4650796,303
10797,4650797,300
10798,4650798,296
10799,4650799,336
10800,4650800,333
10801,4650801,313
10802,4650802,302
10803,4650803,306
10804,4650804,309
10805,4650805,331
10806,4650806,321
10807,4650807,320
10808,4650808,334
10809,4650809,321
10810,4650810,321
10811,4650811,346
10812,4650812,312
10813,4650813,296
10814,4650814,303
10815,4650815,310
10816,4650816,323
10817,4650817,331
10818,4650818,299
10819,4650819,320
10820,4650820,321
10821,4650821,319
10822,4650822,337
10823,4650823,326
10824,4650824,295
10825,4650825,310
10826,4650826,310
10827,4650827,324
10828,4650828,350
10829,4650829,316
10830,4650830,306
10831,4650831,318
10832,4650832,299
10833,4650833,309
10834,4650834,342
10835,4650835,299
10836,4650836,295
10837,4650837,303
10838,4650838,296
10839,4650839,325
10840,4650840,319
10841,4650841,298
10842,4650842,315
10843,4650843,321
10844,4650844,312
10845,4650845,345
10846,4650846,335
10847,4650847,312
10848,4650848,323
10849,4650849,322
10850,4650850,312
10851,4650851,341
10852,4650852,328
10853,4650853,324
10854,4650854,320
10855,4650855,304
10856,4650856,320
10857,4650857,330
10858,4650858,309
10859,4650859,307
10860,4650860,317
10861,4650861,315
10862,4650862,354
10863,4650863,326
10864,4650864,318
10865,4650865,330
10866,4650866,316
10867,4650867,327
10868,4650868,345
10869,4650869,317
10870,4650870,316
10871,4650871,326
10872,4650872,299
10873,4650873,326
10874,4650874,341
10875,4650875,299
10876,4650876,309
10877,4650877,299
10878,4650878,300
10879,4650879,331
10880,4650880,309
10881,4650881,304
10882,4650882,315
10883,4650883,305
10884,4650884,297
10885,4650885,351
10886,4650886,322
10887,4650887,312
10888,4650888,317
10889,4650889,305
10890,4650890,312
10891,4650891,320
10892,4650892,308
10893,4650893,316
10894,4650894,312
10895,4650895,301
10896,4650896,339
10897,4650897,341
10898,4650898,305
10899,4650899,320
