,time,washer
0,1050000,2
1,1050001,2
2,1050002,2
3,1050003,2
4,1050004,2
5,1050005,2
6,1050006,2
7,1050007,2
8,1050008,2
9,1050009,2
10,1050010,2
11,1050011,2
12,1050012,2
13,1050013,2
14,1050014,2
15,1050015,2
16,1050016,2
17,1050017,2
18,1050018,2
19,1050019,2
20,1050020,2
21,1050021,2
22,1050022,2
23,1050023,2
24,1050024,2
25,1050025,2
26,1050026,2
27,1050027,2
28,1050028,2
29,1050029,2
30,1050030,2
31,1050031,2
32,1050032,2
33,1050033,2
34,1050034,2
35,1050035,2
36,1050036,2
37,1050037,2
38,1050038,2
39,1050039,2
40,1050040,2
41,1050041,2
42,1050042,2
43,1050043,2
44,1050044,2
45,1050045,2
46,1050046,2
47,1050047,2
48,1050048,2
49,1050049,2
50,1050050,2
51,1050051,2
52,1050052,2
53,1050053,2
54,1050054,2
55,1050055,2
56,1050056,2
57,1050057,2
58,1050058,2
59,1050059,2
60,1050060,2
61,1050061,2
62,1050062,2
63,1050063,2
64,1050064,2
65,1050065,3
66,1050066,2
67,1050067,2
68,1050068,2
69,1050069,2
70,1050070,2
71,1050071,2
72,1050072,2
73,1050073,2
74,1050074,2
75,1050075,2
76,1050076,2
77,1050077,2
78,1050078,2
79,1050079,2
80,1050080,2
81,1050081,2
82,1050082,2
83,1050083,2
84,1050084,2
85,1050085,2
86,1050086,2
87,1050087,2
88,1050088,2
89,1050089,2
90,1050090,2
91,1050091,2
92,1050092,2
93,1050093,2
94,1050094,2
95,1050095,3
96,1050096,2
97,1050097,3
98,1050098,2
99,1050099,2
100,1050100,2
101,1050101,2
102,1050102,2
103,1050103,2
104,1050104,2
105,1050105,2
106,1050106,2
107,1050107,2
108,1050108,2
109,1050109,2
110,1050110,2
111,1050111,3
112,1050112,2
113,1050113,2
114,1050114,2
115,1050115,2
116,1050116,2
117,1050117,2
118,1050118,2
119,1050119,2
120,1050120,2
121,1050121,2
122,1050122,2
123,1050123,2
124,1050124,2
125,1050125,2
126,1050126,2
127,1050127,2
128,1050128,2
129,1050129,2
130,1050130,2
131,1050131,2
132,1050132,2
133,1050133,2
134,1050134,2
135,1050135,2
136,1050136,2
137,1050137,2
