,time,washer
0,4600000,2
1,4600001,2
2,4600002,2
3,4600003,2
4,4600004,2
5,4600005,2
6,4600006,2
7,4600007,2
8,4600008,2
9,4600009,2
10,4600010,2
11,4600011,2
12,4600012,2
13,4600013,2
14,4600014,2
15,4600015,2
16,4600016,2
17,4600017,2
18,4600018,2
19,4600019,2
20,4600020,2
21,4600021,2
22,4600022,2
23,4600023,2
24,4600024,2
25,4600025,2
26,4600026,2
27,4600027,2
28,4600028,2
29,4600029,2
30,4600030,2
31,4600031,2
32,4600032,2
33,4600033,2
34,4600034,2
35,4600035,2
36,4600036,2
37,4600037,2
38,4600038,3
39,4600039,2
40,4600040,2
41,4600041,2
42,4600042,2
43,4600043,2
44,4600044,2
45,4600045,2
46,4600046,2
47,4600047,2
48,4600048,2
49,4600049,2
50,4600050,3
51,4600051,3
52,4600052,2
53,4600053,2
54,4600054,2
55,4600055,2
56,4600056,2
57,4600057,2
58,4600058,2
59,4600059,2
60,4600060,2
61,4600061,2
62,4600062,2
63,4600063,2
64,4600064,2
65,4600065,2
66,4600066,2
67,4600067,2
68,4600068,2
69,4600069,2
70,4600070,2
71,4600071,2
72,4600072,2
73,4600073,2
74,4600074,2
75,4600075,2
76,4600076,2
77,4600077,2
78,4600078,2
79,4600079,2
80,4600080,2
81,4600081,2
82,4600082,2
83,4600083,2
84,4600084,2
85,4600085,2
86,4600086,2
87,4600087,2
88,4600088,2
89,4600089,2
90,4600090,2
91,4600091,2
92,4600092,2
93,4600093,2
94,4600094,2
95,4600095,2
96,4600096,2
97,4600097,2
98,4600098,2
99,4600099,2
100,4600100,2
101,4600101,2
102,4600102,2
103,4600103,2
104,4600104,2
105,4600105,2
106,4600106,2
107,4600107,2
108,4600108,2
109,4600109,2
110,4600110,2
111,4600111,2
112,4600112,2
113,4600113,2
114,4600114,3
115,4600115,3
116,4600116,2
117,4600117,2
118,4600118,2
119,4600119,2
120,4600120,2
121,4600121,2
122,4600122,2
123,4600123,2
124,4600124,2
125,4600125,2
126,4600126,2
127,4600127,2
128,4600128,2
129,4600129,2
130,4600130,2
131,4600131,2
132,4600132,2
133,4600133,2
134,4600134,2
135,4600135,2
136,4600136,2
137,4600137,2
138,4600138,2
139,4600139,2
140,4600140,2
141,4600141,2
142,4600142,2
143,4600143,2
144,4600144,2
145,4600145,2
146,4600146,2
147,4600147,2
148,4600148,2
149,4600149,2
150,4600150,2
151,4600151,2
152,4600152,2
153,4600153,2
154,4600154,2
155,4600155,2
156,4600156,2
157,4600157,2
158,4600158,2
159,4600159,2
160,4600160,2
161,4600161,2
162,4600162,2
163,4600163,2
164,4600164,2
165,4600165,2
166,4600166,2
167,4600167,2
168,4600168,2
169,4600169,2
170,4600170,2
171,4600171,2
172,4600172,2
173,4600173,2
174,4600174,2
175,4600175,2
176,4600176,2
177,4600177,2
178,4600178,2
179,4600179,2
180,4600180,2
181,4600181,2
182,4600182,2
183,4600183,2
184,4600184,2
185,4600185,2
186,4600186,2
187,4600187,2
188,4600188,2
189,4600189,2
190,4600190,2
191,4600191,2
192,4600192,2
193,4600193,2
194,4600194,2
195,4600195,2
196,4600196,2
197,4600197,2
198,4600198,2
199,4600199,2
200,4600200,2
201,4600201,2
202,4600202,2
203,4600203,2
204,4600204,2
205,4600205,2
206,4600206,2
207,4600207,2
208,4600208,2
209,4600209,2
210,4600210,2
211,4600211,2
212,4600212,2
213,4600213,2
214,4600214,2
215,4600215,2
216,4600216,2
217,4600217,2
218,4600218,2
219,4600219,2
220,4600220,2
221,4600221,2
222,4600222,2
223,4600223,2
224,4600224,2
225,4600225,2
226,4600226,2
227,4600227,2
228,4600228,2
229,4600229,2
230,4600230,2
231,4600231,2
232,4600232,2
233,4600233,2
234,4600234,2
235,4600235,2
236,4600236,2
237,4600237,2
238,4600238,2
239,4600239,2
240,4600240,2
241,4600241,2
242,4600242,2
243,4600243,2
244,4600244,3
245,4600245,3
246,4600246,2
247,4600247,2
248,4600248,2
249,4600249,2
250,4600250,2
251,4600251,2
252,4600252,2
253,4600253,2
254,4600254,2
255,4600255,2
256,4600256,2
257,4600257,2
258,4600258,2
259,4600259,2
260,4600260,2
261,4600261,2
262,4600262,2
263,4600263,2
264,4600264,2
265,4600265,2
266,4600266,2
267,4600267,2
268,4600268,2
269,4600269,2
270,4600270,3
271,4600271,2
272,4600272,2
273,4600273,2
274,4600274,2
275,4600275,2
276,4600276,2
277,4600277,2
278,4600278,2
279,4600279,2
280,4600280,2
281,4600281,2
282,4600282,2
283,4600283,2
284,4600284,2
285,4600285,2
286,4600286,2
287,4600287,2
288,4600288,2
289,4600289,2
290,4600290,2
291,4600291,2
292,4600292,2
293,4600293,2
294,4600294,2
295,4600295,2
296,4600296,2
297,4600297,2
298,4600298,2
299,4600299,2
300,4600300,2
301,4600301,2
302,4600302,2
303,4600303,2
304,4600304,2
305,4600305,2
306,4600306,2
307,4600307,2
308,4600308,2
309,4600309,3
310,4600310,2
311,4600311,2
312,4600312,2
313,4600313,2
314,4600314,2
315,4600315,2
316,4600316,2
317,4600317,2
318,4600318,2
319,4600319,2
320,4600320,2
321,4600321,2
322,4600322,2
323,4600323,2
324,4600324,2
325,4600325,2
326,4600326,2
327,4600327,2
328,4600328,2
329,4600329,2
330,4600330,2
331,4600331,2
332,4600332,2
333,4600333,2
334,4600334,2
335,4600335,2
336,4600336,2
337,4600337,2
338,4600338,2
339,4600339,2
340,4600340,2
341,4600341,2
342,4600342,2
343,4600343,2
344,4600344,2
345,4600345,2
346,4600346,2
347,4600347,2
348,4600348,2
349,4600349,2
350,4600350,2
351,4600351,2
352,4600352,2
353,4600353,2
354,4600354,2
355,4600355,2
356,4600356,2
357,4600357,2
358,4600358,2
359,4600359,2
360,4600360,2
361,4600361,2
362,4600362,2
363,4600363,2
364,4600364,2
365,4600365,2
366,4600366,2
367,4600367,2
