,time,washer
0,3900000,2
1,3900001,2
2,3900002,2
3,3900003,2
4,3900004,2
5,3900005,2
6,3900006,2
7,3900007,2
8,3900008,2
9,3900009,2
10,3900010,2
11,3900011,2
12,3900012,2
13,3900013,2
14,3900014,2
15,3900015,2
16,3900016,2
17,3900017,2
18,3900018,2
19,3900019,2
20,3900020,2
21,3900021,2
22,3900022,2
23,3900023,2
24,3900024,2
25,3900025,2
26,3900026,2
27,3900027,2
28,3900028,2
29,3900029,2
30,3900030,2
31,3900031,2
32,3900032,2
33,3900033,2
34,3900034,2
35,3900035,2
36,3900036,2
37,3900037,2
38,3900038,2
39,3900039,2
40,3900040,2
41,3900041,2
42,3900042,2
43,3900043,2
44,3900044,2
45,3900045,2
46,3900046,2
47,3900047,3
48,3900048,2
49,3900049,2
50,3900050,2
51,3900051,2
52,3900052,2
53,3900053,2
54,3900054,2
55,3900055,2
56,3900056,2
57,3900057,2
58,3900058,2
59,3900059,2
60,3900060,2
61,3900061,2
62,3900062,2
63,3900063,2
64,3900064,2
65,3900065,2
66,3900066,2
67,3900067,2
68,3900068,2
69,3900069,2
70,3900070,2
71,3900071,2
72,3900072,2
73,3900073,2
74,3900074,2
75,3900075,2
76,3900076,2
77,3900077,2
78,3900078,2
79,3900079,2
80,3900080,2
81,3900081,2
82,3900082,2
83,3900083,2
84,3900084,2
85,3900085,2
86,3900086,2
87,3900087,2
88,3900088,2
89,3900089,2
90,3900090,2
91,3900091,2
92,3900092,2
93,3900093,2
94,3900094,2
95,3900095,3
96,3900096,2
97,3900097,2
98,3900098,2
99,3900099,2
100,3900100,2
101,3900101,2
102,3900102,2
103,3900103,2
104,3900104,2
105,3900105,2
106,3900106,2
107,3900107,2
108,3900108,2
109,3900109,2
110,3900110,2
111,3900111,2
112,3900112,2
113,3900113,2
114,3900114,2
115,3900115,2
116,3900116,2
117,3900117,2
118,3900118,2
119,3900119,2
120,3900120,2
121,3900121,2
122,3900122,2
123,3900123,2
124,3900124,2
125,3900125,2
126,3900126,2
127,3900127,2
128,3900128,3
129,3900129,2
130,3900130,2
131,3900131,2
132,3900132,2
133,3900133,2
134,3900134,2
135,3900135,2
136,3900136,2
137,3900137,2
138,3900138,2
